query_name,est_cost,true_cost,plan,physical_plan
11b,6303.2,6303.2,ml-t lt-ml mc-ml ct-mc cn-mc mc-mk k-mk,HJ-ml-t HJ-ml t-lt INL-mc-lt ml t HJ-lt mc ml t-ct INL-cn-ct lt mc ml t INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11b,7442.2,7442.2,lt-ml ml-t mc-ml ct-mc cn-mc mc-mk k-mk,HJ-ml-lt HJ-lt ml-t INL-mc-lt ml t HJ-lt mc ml t-ct INL-cn-ct lt mc ml t INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11b,553439.9999999998,553439.9999999998,cn-mc mc-t ct-mc mc-mk k-mk mc-ml lt-ml,HJ-mc-cn HJ-cn mc-t HJ-cn mc t-ct INL-mk-cn ct mc t HJ-cn ct mc mk t-k INL-ml-cn ct k mc mk t HJ-cn ct k mc mk ml t-lt
11b,333734.00000000006,333734.00000000006,mc-ml mc-t lt-ml ct-mc cn-mc mc-mk k-mk,HJ-mc-ml HJ-mc ml-t HJ-mc ml t-lt HJ-lt mc ml t-ct INL-cn-ct lt mc ml t INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11b,254665.60000000003,254665.60000000003,mc-t ct-mc cn-mc mc-mk k-mk mc-ml lt-ml,HJ-mc-t HJ-mc t-ct INL-cn-ct mc t INL-mk-cn ct mc t HJ-cn ct mc mk t-k INL-ml-cn ct k mc mk t HJ-cn ct k mc mk ml t-lt
11b,1448571.5999999999,1448571.5999999999,ct-mc mc-t cn-mc mc-mk k-mk mc-ml lt-ml,HJ-mc-ct HJ-ct mc-t INL-cn-ct mc t INL-mk-cn ct mc t HJ-cn ct mc mk t-k INL-ml-cn ct k mc mk t HJ-cn ct k mc mk ml t-lt
11b,904977.7999999999,904977.7999999999,mk-t k-mk mc-mk ct-mc cn-mc mc-ml lt-ml,HJ-mk-t HJ-mk t-k INL-mc-k mk t HJ-k mc mk t-ct INL-cn-ct k mc mk t INL-ml-cn ct k mc mk t HJ-cn ct k mc mk ml t-lt
11b,1229228.1999999997,1229228.1999999997,mk-ml mk-t k-mk lt-ml mc-mk ct-mc cn-mc,HJ-mk-ml HJ-mk ml-t HJ-mk ml t-k HJ-k mk ml t-lt INL-mc-k lt mk ml t HJ-k lt mc mk ml t-ct INL-cn-ct k lt mc mk ml t
11b,915482.7999999999,915482.7999999999,k-mk mk-t mc-mk ct-mc cn-mc mc-ml lt-ml,HJ-mk-k HJ-k mk-t INL-mc-k mk t HJ-k mc mk t-ct INL-cn-ct k mc mk t INL-ml-cn ct k mc mk t HJ-cn ct k mc mk ml t-lt
11b,9150658.599999998,9150658.599999998,mc-mk mc-t k-mk ct-mc cn-mc mc-ml lt-ml,HJ-mk-mc HJ-mc mk-t HJ-mc mk t-k HJ-k mc mk t-ct INL-cn-ct k mc mk t INL-ml-cn ct k mc mk t HJ-cn ct k mc mk ml t-lt
11c,1290319.0,1290319.0,lt-ml ml-t mc-ml cn-mc ct-mc k-mk mc-mk,HJ-ml-lt INL-t-lt ml INL-mc-lt ml t HJ-lt mc ml t-cn HJ-cn lt mc ml t-ct HJ-mk-k HJ-k mk-cn ct lt mc ml t
11c,1418151.0,1418151.0,mc-ml cn-mc ct-mc lt-ml mc-t k-mk mc-mk,HJ-mc-ml HJ-mc ml-cn HJ-cn mc ml-ct HJ-cn ct mc ml-lt INL-t-cn ct lt mc ml HJ-mk-k HJ-k mk-cn ct lt mc ml t
11c,1313739.6,1313739.6,cn-mc ct-mc mc-ml lt-ml mc-t k-mk mc-mk,HJ-mc-cn HJ-cn mc-ct INL-ml-cn ct mc HJ-cn ct mc ml-lt INL-t-cn ct lt mc ml HJ-mk-k HJ-k mk-cn ct lt mc ml t
11c,1747231.2000000002,1747231.2000000002,ml-t lt-ml mc-ml cn-mc ct-mc k-mk mc-mk,HJ-t-ml HJ-ml t-lt INL-mc-lt ml t HJ-lt mc ml t-cn HJ-cn lt mc ml t-ct HJ-mk-k HJ-k mk-cn ct lt mc ml t
11c,4224077.800000001,4224077.800000001,mc-t cn-mc ct-mc mc-ml lt-ml k-mk mc-mk,HJ-t-mc HJ-mc t-cn HJ-cn mc t-ct INL-ml-cn ct mc t HJ-cn ct mc ml t-lt HJ-mk-k HJ-k mk-cn ct lt mc ml t
11c,7759811.199999999,7759811.199999999,mk-t lt-ml k-mk mk-ml mc-mk cn-mc ct-mc,HJ-mk-t HJ-ml-lt HJ-mk t-k HJ-k mk t-lt ml INL-mc-k lt mk ml t HJ-k lt mc mk ml t-cn HJ-cn k lt mc mk ml t-ct
11c,2496031.6000000006,2496031.6000000006,ct-mc cn-mc mc-ml lt-ml mc-t k-mk mc-mk,HJ-mc-ct HJ-ct mc-cn INL-ml-cn ct mc HJ-cn ct mc ml-lt INL-t-cn ct lt mc ml HJ-mk-k HJ-k mk-cn ct lt mc ml t
11c,1279862.0000000002,1279862.0000000002,mk-ml k-mk lt-ml mk-t mc-mk cn-mc ct-mc,HJ-mk-ml HJ-mk ml-k HJ-k mk ml-lt INL-t-k lt mk ml INL-mc-k lt mk ml t HJ-k lt mc mk ml t-cn HJ-cn k lt mc mk ml t-ct
11c,1067610.0000000002,1067610.0000000002,k-mk lt-ml mk-ml mk-t mc-mk cn-mc ct-mc,HJ-mk-k HJ-ml-lt HJ-k mk-lt ml INL-t-k lt mk ml INL-mc-k lt mk ml t HJ-k lt mc mk ml t-cn HJ-cn k lt mc mk ml t-ct
11c,30940631.000000004,30940631.000000004,mc-mk lt-ml ml-t k-mk cn-mc ct-mc mc-ml,HJ-mk-mc HJ-ml-lt INL-t-lt ml HJ-mc mk-k HJ-k mc mk-cn HJ-cn k mc mk-ct HJ-lt ml t-cn ct k mc mk
11d,678666.7999999999,678666.7999999999,lt-ml ml-t mc-ml ct-mc cn-mc mc-mk k-mk,HJ-ml-lt INL-t-lt ml INL-mc-lt ml t HJ-lt mc ml t-ct INL-cn-ct lt mc ml t INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11d,804247.7999999999,804247.7999999999,mc-ml ct-mc lt-ml cn-mc mc-t mc-mk k-mk,HJ-mc-ml HJ-mc ml-ct HJ-ct mc ml-lt INL-cn-ct lt mc ml INL-t-cn ct lt mc ml INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11d,862056.7999999999,862056.7999999999,ct-mc lt-ml mc-ml cn-mc mc-t mc-mk k-mk,HJ-mc-ct HJ-ml-lt HJ-ct mc-lt ml INL-cn-ct lt mc ml INL-t-cn ct lt mc ml INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11d,1135579.0,1135579.0,ml-t lt-ml mc-ml ct-mc cn-mc mc-mk k-mk,HJ-t-ml HJ-ml t-lt INL-mc-lt ml t HJ-lt mc ml t-ct INL-cn-ct lt mc ml t INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11d,3764709.0000000005,3764709.0000000005,mc-t lt-ml ct-mc mc-ml cn-mc mc-mk k-mk,HJ-t-mc HJ-ml-lt HJ-mc t-ct HJ-ct mc t-lt ml INL-cn-ct lt mc ml t INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11d,7747592.0,7747592.0,mk-t lt-ml k-mk mk-ml mc-mk ct-mc cn-mc,HJ-mk-t HJ-ml-lt HJ-mk t-k HJ-k mk t-lt ml INL-mc-k lt mk ml t HJ-k lt mc mk ml t-ct INL-cn-ct k lt mc mk ml t
11d,2414404.0,2414404.0,cn-mc lt-ml ml-t mc-ml ct-mc mc-mk k-mk,HJ-mc-cn HJ-ml-lt INL-t-lt ml HJ-cn mc-lt ml t HJ-cn lt mc ml t-ct INL-mk-cn ct lt mc ml t HJ-cn ct lt mc mk ml t-k
11d,1267642.8,1267642.8,mk-ml k-mk lt-ml mk-t mc-mk ct-mc cn-mc,HJ-mk-ml HJ-mk ml-k HJ-k mk ml-lt INL-t-k lt mk ml INL-mc-k lt mk ml t HJ-k lt mc mk ml t-ct INL-cn-ct k lt mc mk ml t
11d,1055390.8,1055390.8,k-mk lt-ml mk-ml mk-t mc-mk ct-mc cn-mc,HJ-mk-k HJ-ml-lt HJ-k mk-lt ml INL-t-k lt mk ml INL-mc-k lt mk ml t HJ-k lt mc mk ml t-ct INL-cn-ct k lt mc mk ml t
11d,30950240.8,30950240.8,mc-mk lt-ml ml-t k-mk ct-mc mc-ml cn-mc,HJ-mk-mc HJ-ml-lt INL-t-lt ml HJ-mc mk-k HJ-k mc mk-ct HJ-lt ml t-ct k mc mk INL-cn-ct k lt mc mk ml t
12a,13103.2,13103.2,it2-mi_idx mi-mi_idx it1-mi mi-t mc-mi ct-mc cn-mc,HJ-mi_idx-it2 INL-mi-it2 mi_idx HJ-it2 mi mi_idx-it1 INL-t-it1 it2 mi mi_idx INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12a,62624.99999999999,62624.99999999999,mi-mi_idx it1-mi it2-mi_idx mi-t mc-mi ct-mc cn-mc,HJ-mi-mi_idx HJ-mi mi_idx-it1 HJ-it1 mi mi_idx-it2 INL-t-it1 it2 mi mi_idx INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12a,337544.0,337544.0,it1-mi it2-mi_idx mi-mi_idx mi-t mc-mi ct-mc cn-mc,HJ-mi-it1 HJ-mi_idx-it2 HJ-it1 mi-it2 mi_idx INL-t-it1 it2 mi mi_idx INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12a,464425.00000000006,464425.00000000006,mi-t it2-mi_idx mi-mi_idx it1-mi mc-mi ct-mc cn-mc,HJ-t-mi HJ-mi_idx-it2 HJ-mi t-it2 mi_idx HJ-it2 mi mi_idx t-it1 INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12a,97491.2,97491.2,mi_idx-t it2-mi_idx mi-mi_idx it1-mi mc-mi ct-mc cn-mc,HJ-t-mi_idx HJ-mi_idx t-it2 INL-mi-it2 mi_idx t HJ-it2 mi mi_idx t-it1 INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12a,1868913.0,1868913.0,ct-mc it2-mi_idx mi-mi_idx it1-mi mi-t mc-mi cn-mc,HJ-mc-ct HJ-mi_idx-it2 INL-mi-it2 mi_idx HJ-it2 mi mi_idx-it1 INL-t-it1 it2 mi mi_idx HJ-ct mc-it1 it2 mi mi_idx t INL-cn-ct it1 it2 mc mi mi_idx t
12a,1789394.5999999999,1789394.5999999999,cn-mc it2-mi_idx mi-mi_idx it1-mi mi-t mc-mi ct-mc,HJ-mc-cn HJ-mi_idx-it2 INL-mi-it2 mi_idx HJ-it2 mi mi_idx-it1 INL-t-it1 it2 mi mi_idx HJ-cn mc-it1 it2 mi mi_idx t HJ-cn it1 it2 mc mi mi_idx t-ct
12a,1600042.8,1600042.8,mc-mi it2-mi_idx mi_idx-t mc-mi_idx ct-mc it1-mi cn-mc,HJ-mc-mi HJ-mi_idx-it2 INL-t-it2 mi_idx HJ-mc mi-it2 mi_idx t HJ-it2 mc mi mi_idx t-ct HJ-ct it2 mc mi mi_idx t-it1 INL-cn-ct it1 it2 mc mi mi_idx t
12a,566369.9999999999,566369.9999999999,mc-mi_idx ct-mc it2-mi_idx cn-mc mc-mi it1-mi mc-t,HJ-mc-mi_idx HJ-mc mi_idx-ct HJ-ct mc mi_idx-it2 INL-cn-ct it2 mc mi_idx INL-mi-cn ct it2 mc mi_idx HJ-cn ct it2 mc mi mi_idx-it1 INL-t-cn ct it1 it2 mc mi mi_idx
12a,1464523.0,1464523.0,mc-t it2-mi_idx mc-mi_idx ct-mc cn-mc mc-mi it1-mi,HJ-mc-t HJ-mi_idx-it2 HJ-mc t-it2 mi_idx HJ-it2 mc mi_idx t-ct INL-cn-ct it2 mc mi_idx t INL-mi-cn ct it2 mc mi_idx t HJ-cn ct it2 mc mi mi_idx t-it1
12b,278636.80000000005,278636.80000000005,it2-mi_idx mi_idx-t mc-mi_idx ct-mc cn-mc mc-mi it1-mi,HJ-mi_idx-it2 INL-t-it2 mi_idx INL-mc-it2 mi_idx t HJ-it2 mc mi_idx t-ct INL-cn-ct it2 mc mi_idx t INL-mi-cn ct it2 mc mi_idx t HJ-cn ct it2 mc mi mi_idx t-it1
12b,284297.00000000006,284297.00000000006,mi_idx-t it2-mi_idx mc-mi_idx ct-mc cn-mc mc-mi it1-mi,HJ-mi_idx-t HJ-mi_idx t-it2 INL-mc-it2 mi_idx t HJ-it2 mc mi_idx t-ct INL-cn-ct it2 mc mi_idx t INL-mi-cn ct it2 mc mi_idx t HJ-cn ct it2 mc mi mi_idx t-it1
12b,1795429.3999999997,1795429.3999999997,cn-mc mc-t ct-mc mc-mi_idx it2-mi_idx mc-mi it1-mi,HJ-mc-cn HJ-cn mc-t HJ-cn mc t-ct INL-mi_idx-cn ct mc t HJ-cn ct mc mi_idx t-it2 INL-mi-cn ct it2 mc mi_idx t HJ-cn ct it2 mc mi mi_idx t-it1
12b,2997047.0000000005,2997047.0000000005,mi-t it1-mi mi-mi_idx it2-mi_idx mc-mi ct-mc cn-mc,HJ-mi-t HJ-mi t-it1 INL-mi_idx-it1 mi t HJ-it1 mi mi_idx t-it2 INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12b,551437.7999999999,551437.7999999999,mc-t ct-mc cn-mc mc-mi_idx it2-mi_idx mc-mi it1-mi,HJ-mc-t HJ-mc t-ct INL-cn-ct mc t INL-mi_idx-cn ct mc t HJ-cn ct mc mi_idx t-it2 INL-mi-cn ct it2 mc mi_idx t HJ-cn ct it2 mc mi mi_idx t-it1
12b,3156598.8000000007,3156598.8000000007,ct-mc mc-t cn-mc mc-mi_idx it2-mi_idx mc-mi it1-mi,HJ-mc-ct HJ-ct mc-t INL-cn-ct mc t INL-mi_idx-cn ct mc t HJ-cn ct mc mi_idx t-it2 INL-mi-cn ct it2 mc mi_idx t HJ-cn ct it2 mc mi mi_idx t-it1
12b,3093895.0000000005,3093895.0000000005,it1-mi mi-t mi-mi_idx it2-mi_idx mc-mi ct-mc cn-mc,HJ-mi-it1 HJ-it1 mi-t INL-mi_idx-it1 mi t HJ-it1 mi mi_idx t-it2 INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12b,73647700.80000001,73647700.80000001,mc-mi mc-t it1-mi ct-mc cn-mc mc-mi_idx it2-mi_idx,HJ-mi-mc HJ-mc mi-t HJ-mc mi t-it1 HJ-it1 mc mi t-ct INL-cn-ct it1 mc mi t INL-mi_idx-cn ct it1 mc mi t HJ-cn ct it1 mc mi mi_idx t-it2
12b,6254004.600000001,6254004.600000001,mc-mi_idx it2-mi_idx ct-mc cn-mc mc-t mc-mi it1-mi,HJ-mc-mi_idx HJ-mc mi_idx-it2 HJ-it2 mc mi_idx-ct INL-cn-ct it2 mc mi_idx INL-t-cn ct it2 mc mi_idx INL-mi-cn ct it2 mc mi_idx t HJ-cn ct it2 mc mi mi_idx t-it1
12b,25508978.799999997,25508978.799999997,mi-mi_idx it2-mi_idx it1-mi mi-t mc-mi ct-mc cn-mc,HJ-mi-mi_idx HJ-mi mi_idx-it2 HJ-it2 mi mi_idx-it1 INL-t-it1 it2 mi mi_idx INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12c,85935.8,85935.8,it2-mi_idx mi-mi_idx it1-mi mi-t mc-mi ct-mc cn-mc,HJ-mi_idx-it2 INL-mi-it2 mi_idx HJ-it2 mi mi_idx-it1 INL-t-it1 it2 mi mi_idx INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12c,131990.4,131990.4,mi-mi_idx it1-mi it2-mi_idx mi-t mc-mi ct-mc cn-mc,HJ-mi-mi_idx HJ-mi mi_idx-it1 HJ-it1 mi mi_idx-it2 INL-t-it1 it2 mi mi_idx INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12c,462417.4,462417.4,it1-mi it2-mi_idx mi-mi_idx mi-t mc-mi ct-mc cn-mc,HJ-mi-it1 HJ-mi_idx-it2 HJ-it1 mi-it2 mi_idx INL-t-it1 it2 mi mi_idx INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12c,671444.5999999999,671444.5999999999,mc-mi_idx ct-mc it2-mi_idx cn-mc mc-mi it1-mi mc-t,HJ-mc-mi_idx HJ-mc mi_idx-ct HJ-ct mc mi_idx-it2 INL-cn-ct it2 mc mi_idx INL-mi-cn ct it2 mc mi_idx HJ-cn ct it2 mc mi mi_idx-it1 INL-t-cn ct it1 it2 mc mi mi_idx
12c,275506.80000000005,275506.80000000005,mi_idx-t it2-mi_idx mi-mi_idx it1-mi mc-mi ct-mc cn-mc,HJ-t-mi_idx HJ-mi_idx t-it2 INL-mi-it2 mi_idx t HJ-it2 mi mi_idx t-it1 INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12c,1927334.5999999999,1927334.5999999999,ct-mc it2-mi_idx mi-mi_idx it1-mi mi-t mc-mi cn-mc,HJ-mc-ct HJ-mi_idx-it2 INL-mi-it2 mi_idx HJ-it2 mi mi_idx-it1 INL-t-it1 it2 mi mi_idx HJ-ct mc-it1 it2 mi mi_idx t INL-cn-ct it1 it2 mc mi mi_idx t
12c,1840234.1999999997,1840234.1999999997,cn-mc it2-mi_idx mi-mi_idx it1-mi mi-t mc-mi ct-mc,HJ-mc-cn HJ-mi_idx-it2 INL-mi-it2 mi_idx HJ-it2 mi mi_idx-it1 INL-t-it1 it2 mi mi_idx HJ-cn mc-it1 it2 mi mi_idx t HJ-cn it1 it2 mc mi mi_idx t-ct
12c,1870392.1999999997,1870392.1999999997,mc-mi it2-mi_idx mi_idx-t mc-mi_idx ct-mc it1-mi cn-mc,HJ-mc-mi HJ-mi_idx-it2 INL-t-it2 mi_idx HJ-mc mi-it2 mi_idx t HJ-it2 mc mi mi_idx t-ct HJ-ct it2 mc mi mi_idx t-it1 INL-cn-ct it1 it2 mc mi mi_idx t
12c,770745.4,770745.4,mi-t it2-mi_idx mi-mi_idx it1-mi mc-mi ct-mc cn-mc,HJ-t-mi HJ-mi_idx-it2 HJ-mi t-it2 mi_idx HJ-it2 mi mi_idx t-it1 INL-mc-it1 it2 mi mi_idx t HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
12c,2768671.6,2768671.6,mc-t it2-mi_idx mi-mi_idx it1-mi mc-mi ct-mc cn-mc,HJ-mc-t HJ-mi_idx-it2 INL-mi-it2 mi_idx HJ-it2 mi mi_idx-it1 HJ-mc t-it1 it2 mi mi_idx HJ-it1 it2 mc mi mi_idx t-ct INL-cn-ct it1 it2 mc mi mi_idx t
13a,2187548.6,2187548.6,cn-mc ct-mc mc-t kt-t mc-mi_idx it1-mi_idx mc-mi it2-mi,HJ-mc-cn HJ-cn mc-ct INL-t-cn ct mc HJ-cn ct mc t-kt INL-mi_idx-cn ct kt mc t HJ-cn ct kt mc mi_idx t-it1 INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13a,2814967.6,2814967.6,it1-mi_idx cn-mc ct-mc mc-mi_idx mc-t kt-t mc-mi it2-mi,HJ-mi_idx-it1 HJ-mc-cn HJ-cn mc-ct HJ-it1 mi_idx-cn ct mc INL-t-cn ct it1 mc mi_idx HJ-cn ct it1 mc mi_idx t-kt INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13a,3374299.6000000006,3374299.6000000006,ct-mc cn-mc mc-t kt-t mc-mi_idx it1-mi_idx mc-mi it2-mi,HJ-mc-ct HJ-ct mc-cn INL-t-cn ct mc HJ-cn ct mc t-kt INL-mi_idx-cn ct kt mc t HJ-cn ct kt mc mi_idx t-it1 INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13a,3284742.0000000005,3284742.0000000005,kt-t cn-mc ct-mc mc-t mc-mi_idx it1-mi_idx mc-mi it2-mi,HJ-t-kt HJ-mc-cn HJ-cn mc-ct HJ-kt t-cn ct mc INL-mi_idx-cn ct kt mc t HJ-cn ct kt mc mi_idx t-it1 INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13a,7263218.600000001,7263218.600000001,mc-t cn-mc ct-mc kt-t mc-mi_idx it1-mi_idx mc-mi it2-mi,INL-mc-t HJ-mc t-cn HJ-cn mc t-ct HJ-cn ct mc t-kt INL-mi_idx-cn ct kt mc t HJ-cn ct kt mc mi_idx t-it1 INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13a,7175227.600000001,7175227.600000001,it2-mi cn-mc ct-mc mc-t kt-t mc-mi_idx it1-mi_idx mc-mi,HJ-mi-it2 HJ-mc-cn HJ-cn mc-ct INL-t-cn ct mc HJ-cn ct mc t-kt INL-mi_idx-cn ct kt mc t HJ-cn ct kt mc mi_idx t-it1 HJ-it2 mi-cn ct it1 kt mc mi_idx t
13a,6196050.0,6196050.0,mi_idx-t it1-mi_idx kt-t cn-mc ct-mc mc-mi_idx mc-mi it2-mi,HJ-t-mi_idx HJ-mi_idx t-it1 HJ-it1 mi_idx t-kt HJ-mc-cn HJ-cn mc-ct HJ-it1 kt mi_idx t-cn ct mc INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13a,22750014.999999996,22750014.999999996,mi-t cn-mc ct-mc mc-mi_idx it1-mi_idx mc-mi it2-mi kt-t,HJ-mi-t HJ-mc-cn HJ-cn mc-ct INL-mi_idx-cn ct mc HJ-cn ct mc mi_idx-it1 HJ-mi t-cn ct it1 mc mi_idx HJ-cn ct it1 mc mi mi_idx t-it2 HJ-cn ct it1 it2 mc mi mi_idx t-kt
13a,28478308.599999998,28478308.599999998,mi-mi_idx cn-mc ct-mc mc-t kt-t mc-mi it2-mi it1-mi_idx,HJ-mi-mi_idx HJ-mc-cn HJ-cn mc-ct INL-t-cn ct mc HJ-cn ct mc t-kt HJ-mi mi_idx-cn ct kt mc t HJ-cn ct kt mc mi mi_idx t-it2 HJ-cn ct it2 kt mc mi mi_idx t-it1
13a,80650714.60000001,80650714.60000001,mc-mi it1-mi_idx mi_idx-t kt-t cn-mc it2-mi ct-mc mc-mi_idx,HJ-mi-mc HJ-mi_idx-it1 INL-t-it1 mi_idx HJ-it1 mi_idx t-kt HJ-mc mi-cn HJ-cn mc mi-it2 HJ-cn it2 mc mi-ct HJ-it1 kt mi_idx t-cn ct it2 mc mi
13a,7853584.600000001,7853584.600000001,mc-mi_idx cn-mc it1-mi_idx ct-mc mc-t kt-t mc-mi it2-mi,HJ-mc-mi_idx HJ-mc mi_idx-cn HJ-cn mc mi_idx-it1 HJ-cn it1 mc mi_idx-ct INL-t-cn ct it1 mc mi_idx HJ-cn ct it1 mc mi_idx t-kt INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13b,7316.4,7316.4,kt-t mi_idx-t it1-mi_idx mc-mi_idx ct-mc cn-mc mc-mi it2-mi,HJ-t-kt INL-mi_idx-kt t HJ-kt mi_idx t-it1 INL-mc-it1 kt mi_idx t HJ-it1 kt mc mi_idx t-ct INL-cn-ct it1 kt mc mi_idx t INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13b,534074.1999999998,534074.1999999998,mc-t kt-t ct-mc cn-mc mc-mi_idx it1-mi_idx mc-mi it2-mi,HJ-mc-t HJ-mc t-kt HJ-kt mc t-ct INL-cn-ct kt mc t INL-mi_idx-cn ct kt mc t HJ-cn ct kt mc mi_idx t-it1 INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13b,285682.4000000001,285682.4000000001,mi_idx-t kt-t it1-mi_idx mc-mi_idx ct-mc cn-mc mc-mi it2-mi,HJ-mi_idx-t HJ-mi_idx t-kt HJ-kt mi_idx t-it1 INL-mc-it1 kt mi_idx t HJ-it1 kt mc mi_idx t-ct INL-cn-ct it1 kt mc mi_idx t INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13b,742853.3999999999,742853.3999999999,it1-mi_idx kt-t mi_idx-t mc-mi_idx ct-mc cn-mc mc-mi it2-mi,HJ-mi_idx-it1 HJ-t-kt HJ-it1 mi_idx-kt t INL-mc-it1 kt mi_idx t HJ-it1 kt mc mi_idx t-ct INL-cn-ct it1 kt mc mi_idx t INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13b,1784086.7999999998,1784086.7999999998,cn-mc kt-t mi_idx-t it1-mi_idx mc-mi_idx ct-mc mc-mi it2-mi,HJ-mc-cn HJ-t-kt INL-mi_idx-kt t HJ-kt mi_idx t-it1 HJ-cn mc-it1 kt mi_idx t HJ-cn it1 kt mc mi_idx t-ct INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13b,2993276.400000001,2993276.400000001,mi-t it2-mi kt-t mi-mi_idx it1-mi_idx mc-mi ct-mc cn-mc,HJ-mi-t HJ-mi t-it2 HJ-it2 mi t-kt INL-mi_idx-it2 kt mi t HJ-it2 kt mi mi_idx t-it1 INL-mc-it1 it2 kt mi mi_idx t HJ-it1 it2 kt mc mi mi_idx t-ct INL-cn-ct it1 it2 kt mc mi mi_idx t
13b,1864101.2,1864101.2,ct-mc kt-t mc-t cn-mc mc-mi_idx it1-mi_idx mc-mi it2-mi,HJ-mc-ct HJ-t-kt HJ-ct mc-kt t INL-cn-ct kt mc t INL-mi_idx-cn ct kt mc t HJ-cn ct kt mc mi_idx t-it1 INL-mi-cn ct it1 kt mc mi_idx t HJ-cn ct it1 kt mc mi mi_idx t-it2
13b,6012774.4,6012774.4,it2-mi kt-t mi_idx-t it1-mi_idx mi-mi_idx mc-mi ct-mc cn-mc,HJ-mi-it2 HJ-t-kt INL-mi_idx-kt t HJ-kt mi_idx t-it1 HJ-it2 mi-it1 kt mi_idx t INL-mc-it1 it2 kt mi mi_idx t HJ-it1 it2 kt mc mi mi_idx t-ct INL-cn-ct it1 it2 kt mc mi mi_idx t
13b,25519725.4,25519725.4,mi-mi_idx kt-t mc-t ct-mc cn-mc mc-mi it2-mi it1-mi_idx,HJ-mi-mi_idx HJ-t-kt INL-mc-kt t HJ-kt mc t-ct INL-cn-ct kt mc t HJ-mi mi_idx-cn ct kt mc t HJ-cn ct kt mc mi mi_idx t-it2 HJ-cn ct it2 kt mc mi mi_idx t-it1
