query_name,est_cost,true_cost,plan,physical_plan
20a,3382838.6,3382838.6,cct1-cc cct2-cc t-cc kt-t mk-cc k-mk ci-cc chn-ci n-ci,HJ-cc-cct1 HJ-cc cct1-cct2 INL-t-cc cct1 cct2 HJ-cc cct1 cct2 t-kt HJ-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
20a,3431983.6,3431983.6,cct2-cc cct1-cc t-cc kt-t mk-cc k-mk ci-cc chn-ci n-ci,HJ-cc-cct2 HJ-cc cct2-cct1 INL-t-cc cct1 cct2 HJ-cc cct1 cct2 t-kt HJ-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
20b,1763980.6,1763980.6,kt-t cc-t cct1-cc cct2-cc mk-t k-mk ci-t n-ci chn-ci,HJ-t-kt HJ-kt t-cc HJ-cc kt t-cct1 HJ-cc cct1 kt t-cct2 INL-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-n HJ-chn-cc cct1 cct2 ci k kt mk n t
20b,5013277.4,5013277.4,t-mk k-mk kt-t cc-t cct1-cc cct2-cc ci-t n-ci chn-ci,HJ-mk-t HJ-mk t-k HJ-k mk t-kt INL-cc-k kt mk t HJ-cc k kt mk t-cct1 HJ-cc cct1 k kt mk t-cct2 INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-n HJ-chn-cc cct1 cct2 ci k kt mk n t
20b,30243186.199999996,30243186.199999996,t-ci n-ci kt-t chn-ci cc-t cct1-cc cct2-cc mk-t k-mk,HJ-ci-t HJ-ci t-n HJ-ci n t-kt HJ-ci kt n t-chn INL-cc-chn ci kt n t HJ-cc chn ci kt n t-cct1 HJ-cc cct1 chn ci kt n t-cct2 INL-mk-cc cct1 cct2 chn ci kt n t HJ-cc cct1 cct2 chn ci kt mk n t-k
20b,1528687.6,1528687.6,t-cc kt-t cct1-cc cct2-cc mk-t k-mk ci-t n-ci chn-ci,HJ-t-cc HJ-cc t-kt HJ-cc kt t-cct1 HJ-cc cct1 kt t-cct2 INL-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-n HJ-chn-cc cct1 cct2 ci k kt mk n t
20b,228448107.6,228448107.6,mk-ci chn-ci k-mk n-ci t-mk kt-t cc-mk cct1-cc cct2-cc,HJ-ci-mk HJ-ci mk-chn HJ-chn ci mk-k HJ-chn ci k mk-n INL-t-chn ci k mk n HJ-chn ci k mk n t-kt INL-cc-chn ci k kt mk n t HJ-cc chn ci k kt mk n t-cct1 HJ-cc cct1 chn ci k kt mk n t-cct2
20b,3732728.0000000005,3732728.0000000005,mk-cc k-mk cct1-cc cct2-cc t-mk kt-t ci-mk n-ci chn-ci,HJ-mk-cc HJ-cc mk-k HJ-cc k mk-cct1 HJ-cc cct1 k mk-cct2 INL-t-cc cct1 cct2 k mk HJ-cc cct1 cct2 k mk t-kt INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-n HJ-chn-cc cct1 cct2 ci k kt mk n t
20b,12624675.799999999,12624675.799999999,ci-cc chn-ci n-ci cct1-cc cct2-cc t-ci kt-t mk-ci k-mk,HJ-ci-cc HJ-cc ci-chn HJ-cc chn ci-n HJ-cc chn ci n-cct1 HJ-cc cct1 chn ci n-cct2 INL-t-cc cct1 cct2 chn ci n HJ-cc cct1 cct2 chn ci n t-kt INL-mk-cc cct1 cct2 chn ci kt n t HJ-cc cct1 cct2 chn ci kt mk n t-k
20b,7251081.6000000015,7251081.6000000015,chn-ci n-ci cc-ci cct1-cc cct2-cc t-ci kt-t mk-ci k-mk,HJ-ci-chn HJ-chn ci-n INL-cc-chn ci n HJ-cc chn ci n-cct1 HJ-cc cct1 chn ci n-cct2 INL-t-cc cct1 cct2 chn ci n HJ-cc cct1 cct2 chn ci n t-kt INL-mk-cc cct1 cct2 chn ci kt n t HJ-cc cct1 cct2 chn ci kt mk n t-k
20b,7250888.600000001,7250888.600000001,n-ci chn-ci cc-ci cct1-cc cct2-cc t-ci kt-t mk-ci k-mk,HJ-ci-n HJ-ci n-chn INL-cc-chn ci n HJ-cc chn ci n-cct1 HJ-cc cct1 chn ci n-cct2 INL-t-cc cct1 cct2 chn ci n HJ-cc cct1 cct2 chn ci n t-kt INL-mk-cc cct1 cct2 chn ci kt n t HJ-cc cct1 cct2 chn ci kt mk n t-k
20b,1493091.8,1493091.8,k-mk cc-mk cct1-cc cct2-cc t-mk kt-t ci-mk n-ci chn-ci,HJ-mk-k INL-cc-k mk HJ-cc k mk-cct1 HJ-cc cct1 k mk-cct2 INL-t-cc cct1 cct2 k mk HJ-cc cct1 cct2 k mk t-kt INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-n HJ-chn-cc cct1 cct2 ci k kt mk n t
20b,1411423.0,1411423.0,cct1-cc cct2-cc t-cc kt-t mk-cc k-mk ci-cc n-ci chn-ci,HJ-cc-cct1 HJ-cc cct1-cct2 INL-t-cc cct1 cct2 HJ-cc cct1 cct2 t-kt INL-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-n HJ-chn-cc cct1 cct2 ci k kt mk n t
20b,1460568.0,1460568.0,cct2-cc cct1-cc t-cc kt-t mk-cc k-mk ci-cc n-ci chn-ci,HJ-cc-cct2 HJ-cc cct2-cct1 INL-t-cc cct1 cct2 HJ-cc cct1 cct2 t-kt INL-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-n HJ-chn-cc cct1 cct2 ci k kt mk n t
20c,1945742.0,1945742.0,kt-t cc-t cct1-cc cct2-cc mk-t k-mk ci-t chn-ci n-ci,HJ-t-kt HJ-kt t-cc HJ-cc kt t-cct1 HJ-cc cct1 kt t-cct2 INL-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
20c,5188248.800000001,5188248.800000001,t-mk k-mk kt-t cc-t cct1-cc cct2-cc ci-t chn-ci n-ci,HJ-mk-t HJ-mk t-k HJ-k mk t-kt INL-cc-k kt mk t HJ-cc k kt mk t-cct1 HJ-cc cct1 k kt mk t-cct2 INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
20c,34888764.8,34888764.8,t-ci chn-ci kt-t cc-t cct1-cc cct2-cc n-ci mk-t k-mk,HJ-ci-t HJ-ci t-chn HJ-chn ci t-kt HJ-chn ci kt t-cc HJ-cc chn ci kt t-cct1 HJ-cc cct1 chn ci kt t-cct2 INL-n-cc cct1 cct2 chn ci kt t HJ-mk-cc cct1 cct2 chn ci kt n t HJ-cc cct1 cct2 chn ci kt mk n t-k
20c,1710449.0,1710449.0,t-cc kt-t cct1-cc cct2-cc mk-t k-mk ci-t chn-ci n-ci,HJ-t-cc HJ-cc t-kt HJ-cc kt t-cct1 HJ-cc cct1 kt t-cct2 INL-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
20c,230226222.0,230226222.0,mk-ci k-mk chn-ci n-ci t-mk kt-t cc-mk cct1-cc cct2-cc,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-chn INL-n-chn ci k mk INL-t-chn ci k mk n HJ-chn ci k mk n t-kt INL-cc-chn ci k kt mk n t HJ-cc chn ci k kt mk n t-cct1 HJ-cc cct1 chn ci k kt mk n t-cct2
20c,3901595.4000000004,3901595.4000000004,mk-cc k-mk cct1-cc cct2-cc t-mk kt-t ci-mk chn-ci n-ci,HJ-mk-cc HJ-cc mk-k HJ-cc k mk-cct1 HJ-cc cct1 k mk-cct2 INL-t-cc cct1 cct2 k mk HJ-cc cct1 cct2 k mk t-kt INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
20c,17446356.2,17446356.2,ci-cc chn-ci cct1-cc cct2-cc n-ci t-ci kt-t mk-ci k-mk,HJ-ci-cc HJ-cc ci-chn HJ-cc chn ci-cct1 HJ-cc cct1 chn ci-cct2 INL-n-cc cct1 cct2 chn ci INL-t-cc cct1 cct2 chn ci n HJ-cc cct1 cct2 chn ci n t-kt HJ-mk-cc cct1 cct2 chn ci kt n t HJ-cc cct1 cct2 chn ci kt mk n t-k
20c,13665061.199999997,13665061.199999997,chn-ci cc-ci cct1-cc cct2-cc n-ci t-ci kt-t mk-ci k-mk,HJ-ci-chn HJ-chn ci-cc HJ-cc chn ci-cct1 HJ-cc cct1 chn ci-cct2 INL-n-cc cct1 cct2 chn ci INL-t-cc cct1 cct2 chn ci n HJ-cc cct1 cct2 chn ci n t-kt HJ-mk-cc cct1 cct2 chn ci kt n t HJ-cc cct1 cct2 chn ci kt mk n t-k
20c,54532052.400000006,54532052.400000006,n-ci chn-ci cc-ci cct1-cc cct2-cc t-ci kt-t mk-ci k-mk,HJ-ci-n HJ-ci n-chn HJ-chn ci n-cc HJ-cc chn ci n-cct1 HJ-cc cct1 chn ci n-cct2 INL-t-cc cct1 cct2 chn ci n HJ-cc cct1 cct2 chn ci n t-kt HJ-mk-cc cct1 cct2 chn ci kt n t HJ-cc cct1 cct2 chn ci kt mk n t-k
20c,1631006.1999999997,1631006.1999999997,k-mk cc-mk cct1-cc cct2-cc t-mk kt-t ci-mk chn-ci n-ci,HJ-mk-k INL-cc-k mk HJ-cc k mk-cct1 HJ-cc cct1 k mk-cct2 INL-t-cc cct1 cct2 k mk HJ-cc cct1 cct2 k mk t-kt INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
20c,1593184.4,1593184.4,cct1-cc cct2-cc t-cc kt-t mk-cc k-mk ci-cc chn-ci n-ci,HJ-cc-cct1 HJ-cc cct1-cct2 INL-t-cc cct1 cct2 HJ-cc cct1 cct2 t-kt INL-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
20c,1642329.4,1642329.4,cct2-cc cct1-cc t-cc kt-t mk-cc k-mk ci-cc chn-ci n-ci,HJ-cc-cct2 HJ-cc cct2-cct1 INL-t-cc cct1 cct2 HJ-cc cct1 cct2 t-kt INL-mk-cc cct1 cct2 kt t HJ-cc cct1 cct2 kt mk t-k INL-ci-cc cct1 cct2 k kt mk t HJ-cc cct1 cct2 ci k kt mk t-chn INL-n-cc cct1 cct2 chn ci k kt mk t
21a,95354.2,95354.2,lt-ml t-ml mi-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-ml-lt INL-t-lt ml INL-mi-lt ml t INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21a,315481.4,315481.4,ml-t lt-ml mi-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-t-ml HJ-ml t-lt INL-mi-lt ml t INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21a,4043397.0000000005,4043397.0000000005,t-mk k-mk mi-t ml-t lt-ml mc-t ct-mc cn-mc,HJ-mk-t HJ-mk t-k INL-mi-k mk t INL-ml-k mi mk t HJ-k mi mk ml t-lt INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21a,949095.2000000001,949095.2000000001,mk-k ml-mk lt-ml t-mk mi-mk mc-mk ct-mc cn-mc,HJ-mk-k HJ-ml-k mk HJ-k mk ml-lt INL-t-k lt mk ml INL-mi-k lt mk ml t INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21a,2020369.1999999997,2020369.1999999997,t-mc ml-t lt-ml ct-mc cn-mc mi-t mk-t k-mk,HJ-mc-t HJ-mc t-ml HJ-mc ml t-lt HJ-lt mc ml t-ct INL-cn-ct lt mc ml t INL-mi-cn ct lt mc ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21a,1590150.9999999998,1590150.9999999998,mc-ct ml-mc lt-ml cn-mc t-mc mi-mc mk-mc k-mk,HJ-mc-ct HJ-ct mc-ml HJ-ct mc ml-lt INL-cn-ct lt mc ml INL-t-cn ct lt mc ml INL-mi-cn ct lt mc ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21a,651029.3999999999,651029.3999999999,mc-cn ml-mc lt-ml ct-mc t-mc mi-mc mk-mc k-mk,HJ-mc-cn HJ-cn mc-ml HJ-cn mc ml-lt HJ-cn lt mc ml-ct INL-t-cn ct lt mc ml INL-mi-cn ct lt mc ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21a,546489.8,546489.8,mi-t ml-mi lt-ml mc-mi ct-mc cn-mc mk-mi k-mk,HJ-t-mi HJ-mi t-ml HJ-mi ml t-lt INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21a,1246196.1999999997,1246196.1999999997,ml-mk k-mk lt-ml t-ml mi-ml mc-ml ct-mc cn-mc,HJ-mk-ml HJ-mk ml-k HJ-k mk ml-lt INL-t-k lt mk ml INL-mi-k lt mk ml t INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21a,408035.00000000006,408035.00000000006,ml-mc lt-ml ct-mc cn-mc t-ml mi-ml mk-ml k-mk,HJ-mc-ml HJ-mc ml-lt HJ-lt mc ml-ct INL-cn-ct lt mc ml INL-t-cn ct lt mc ml INL-mi-cn ct lt mc ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21a,9202120.0,9202120.0,mk-mc k-mk ct-mc ml-mk lt-ml cn-mc t-mk mi-mk,HJ-mk-mc HJ-mc mk-k HJ-k mc mk-ct HJ-ml-ct k mc mk HJ-ct k mc mk ml-lt INL-cn-ct k lt mc mk ml INL-t-cn ct k lt mc mk ml INL-mi-cn ct k lt mc mk ml t
21a,158990.6,158990.6,ml-mi lt-ml t-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-mi-ml HJ-mi ml-lt INL-t-lt mi ml INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21a,1723413.1999999997,1723413.1999999997,mk-mi k-mk ml-mk lt-ml t-mk mc-mk ct-mc cn-mc,HJ-mk-mi HJ-mi mk-k INL-ml-k mi mk HJ-k mi mk ml-lt INL-t-k lt mi mk ml INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21a,743564.3999999999,743564.3999999999,mc-mi ml-mc lt-ml ct-mc cn-mc t-mc mk-mc k-mk,HJ-mc-mi HJ-mc mi-ml HJ-mc mi ml-lt HJ-lt mc mi ml-ct INL-cn-ct lt mc mi ml INL-t-cn ct lt mc mi ml INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,24649.2,24649.2,lt-ml mi-ml t-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-ml-lt INL-mi-lt ml INL-t-lt mi ml INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,269322.20000000007,269322.20000000007,ml-t lt-ml mi-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-t-ml HJ-ml t-lt INL-mi-lt ml t INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,3946444.8000000003,3946444.8000000003,t-mk k-mk mi-t ml-t lt-ml mc-t ct-mc cn-mc,HJ-mk-t HJ-mk t-k INL-mi-k mk t INL-ml-k mi mk t HJ-k mi mk ml t-lt INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21b,933627.2000000001,933627.2000000001,mk-k ml-mk lt-ml mi-mk t-mk mc-mk ct-mc cn-mc,HJ-mk-k HJ-ml-k mk HJ-k mk ml-lt INL-mi-k lt mk ml INL-t-k lt mi mk ml INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21b,1991905.9999999998,1991905.9999999998,t-mc ml-t lt-ml ct-mc mi-t cn-mc mk-t k-mk,HJ-mc-t HJ-mc t-ml HJ-mc ml t-lt HJ-lt mc ml t-ct INL-mi-ct lt mc ml t INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,1544222.9999999998,1544222.9999999998,mc-ct ml-mc lt-ml mi-mc cn-mc t-mc mk-mc k-mk,HJ-mc-ct HJ-ct mc-ml HJ-ct mc ml-lt INL-mi-ct lt mc ml INL-cn-ct lt mc mi ml INL-t-cn ct lt mc mi ml INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,601583.3999999999,601583.3999999999,mc-cn ml-mc lt-ml ct-mc mi-mc t-mc mk-mc k-mk,HJ-mc-cn HJ-cn mc-ml HJ-cn mc ml-lt HJ-cn lt mc ml-ct INL-mi-cn ct lt mc ml INL-t-cn ct lt mc mi ml INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,442216.4000000001,442216.4000000001,mi-t ml-mi lt-ml mc-mi ct-mc cn-mc mk-mi k-mk,HJ-t-mi HJ-mi t-ml HJ-mi ml t-lt INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,1230728.1999999997,1230728.1999999997,ml-mk k-mk lt-ml mi-ml t-ml mc-ml ct-mc cn-mc,HJ-mk-ml HJ-mk ml-k HJ-k mk ml-lt INL-mi-k lt mk ml INL-t-k lt mi mk ml INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21b,362107.00000000006,362107.00000000006,ml-mc lt-ml ct-mc mi-ml cn-mc t-ml mk-ml k-mk,HJ-mc-ml HJ-mc ml-lt HJ-lt mc ml-ct INL-mi-ct lt mc ml INL-cn-ct lt mc mi ml INL-t-cn ct lt mc mi ml INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,9200572.0,9200572.0,mk-mc k-mk ct-mc ml-mk lt-ml mi-mk cn-mc t-mk,HJ-mk-mc HJ-mc mk-k HJ-k mc mk-ct HJ-ml-ct k mc mk HJ-ct k mc mk ml-lt INL-mi-ct k lt mc mk ml INL-cn-ct k lt mc mi mk ml INL-t-cn ct k lt mc mi mk ml
21b,74086.40000000001,74086.40000000001,ml-mi lt-ml t-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-mi-ml HJ-mi ml-lt INL-t-lt mi ml INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21b,1497876.0,1497876.0,mk-mi k-mk ml-mk lt-ml t-mk mc-mk ct-mc cn-mc,HJ-mk-mi HJ-mi mk-k INL-ml-k mi mk HJ-k mi mk ml-lt INL-t-k lt mi mk ml INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21b,572982.2,572982.2,mc-mi ml-mc lt-ml ct-mc cn-mc t-mc mk-mc k-mk,HJ-mc-mi HJ-mc mi-ml HJ-mc mi ml-lt HJ-lt mc mi ml-ct INL-cn-ct lt mc mi ml INL-t-cn ct lt mc mi ml INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,143732.2,143732.2,lt-ml t-ml mi-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-ml-lt INL-t-lt ml INL-mi-lt ml t INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,574184.8,574184.8,ml-t lt-ml mi-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-t-ml HJ-ml t-lt INL-mi-lt ml t INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,6914444.800000001,6914444.800000001,t-mk k-mk ml-t lt-ml mi-t mc-t ct-mc cn-mc,HJ-mk-t HJ-mk t-k HJ-ml-k mk t HJ-k mk ml t-lt INL-mi-k lt mk ml t INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21c,956607.2000000001,956607.2000000001,mk-k ml-mk lt-ml t-mk mi-mk mc-mk ct-mc cn-mc,HJ-mk-k HJ-ml-k mk HJ-k mk ml-lt INL-t-k lt mk ml INL-mi-k lt mk ml t INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21c,3018560.6,3018560.6,t-mc ml-t lt-ml ct-mc cn-mc mi-t mk-t k-mk,HJ-t-mc HJ-mc t-ml HJ-mc ml t-lt HJ-lt mc ml t-ct INL-cn-ct lt mc ml t INL-mi-cn ct lt mc ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,1611960.9999999998,1611960.9999999998,mc-ct ml-mc lt-ml cn-mc t-mc mi-mc mk-mc k-mk,HJ-mc-ct HJ-ct mc-ml HJ-ct mc ml-lt INL-cn-ct lt mc ml INL-t-cn ct lt mc ml INL-mi-cn ct lt mc ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,672839.3999999999,672839.3999999999,mc-cn ml-mc lt-ml ct-mc t-mc mi-mc mk-mc k-mk,HJ-mc-cn HJ-cn mc-ml HJ-cn mc ml-lt HJ-cn lt mc ml-ct INL-t-cn ct lt mc ml INL-mi-cn ct lt mc ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,2399633.6,2399633.6,mi-t ml-mi lt-ml mc-mi ct-mc cn-mc mk-mi k-mk,HJ-t-mi HJ-mi t-ml HJ-mi ml t-lt INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,1253708.1999999997,1253708.1999999997,ml-mk k-mk lt-ml t-ml mi-ml mc-ml ct-mc cn-mc,HJ-mk-ml HJ-mk ml-k HJ-k mk ml-lt INL-t-k lt mk ml INL-mi-k lt mk ml t INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21c,429845.00000000006,429845.00000000006,ml-mc lt-ml ct-mc cn-mc t-ml mi-ml mk-ml k-mk,HJ-mc-ml HJ-mc ml-lt HJ-lt mc ml-ct INL-cn-ct lt mc ml INL-t-cn ct lt mc ml INL-mi-cn ct lt mc ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,9203048.0,9203048.0,mk-mc k-mk ct-mc ml-mk lt-ml cn-mc t-mk mi-mk,HJ-mk-mc HJ-mc mk-k HJ-k mc mk-ct HJ-ml-ct k mc mk HJ-ct k mc mk ml-lt INL-cn-ct k lt mc mk ml INL-t-cn ct k lt mc mk ml INL-mi-cn ct k lt mc mk ml t
21c,380969.0,380969.0,ml-mi lt-ml t-ml mc-ml ct-mc cn-mc mk-ml k-mk,HJ-mi-ml HJ-mi ml-lt INL-t-lt mi ml INL-mc-lt mi ml t HJ-lt mc mi ml t-ct INL-cn-ct lt mc mi ml t INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
21c,6471682.000000001,6471682.000000001,mk-mi k-mk ml-mk lt-ml t-mk mc-mk ct-mc cn-mc,HJ-mk-mi HJ-mi mk-k HJ-ml-k mi mk HJ-k mi mk ml-lt INL-t-k lt mi mk ml INL-mc-k lt mi mk ml t HJ-k lt mc mi mk ml t-ct INL-cn-ct k lt mc mi mk ml t
21c,2426740.8000000003,2426740.8000000003,mc-mi ml-mc lt-ml ct-mc cn-mc t-mc mk-mc k-mk,HJ-mc-mi HJ-mc mi-ml HJ-mc mi ml-lt HJ-lt mc mi ml-ct INL-cn-ct lt mc mi ml INL-t-cn ct lt mc mi ml INL-mk-cn ct lt mc mi ml t HJ-cn ct lt mc mi mk ml t-k
22a,755602.3999999999,755602.3999999999,kt-t mi_idx-t it2-mi_idx mi-t it1-mi mc-t ct-mc cn-mc mk-t k-mk,HJ-t-kt HJ-kt t-mi_idx HJ-kt mi_idx t-it2 INL-mi-it2 kt mi_idx t HJ-it2 kt mi mi_idx t-it1 INL-mc-it1 it2 kt mi mi_idx t HJ-it1 it2 kt mc mi mi_idx t-ct INL-cn-ct it1 it2 kt mc mi mi_idx t INL-mk-cn ct it1 it2 kt mc mi mi_idx t HJ-cn ct it1 it2 kt mc mi mi_idx mk t-k
22a,1118431.5999999999,1118431.5999999999,t-mi mi_idx-t kt-t it1-mi it2-mi_idx mc-t ct-mc cn-mc mk-t k-mk,HJ-mi-t HJ-mi t-mi_idx HJ-mi mi_idx t-kt HJ-kt mi mi_idx t-it1 HJ-it1 kt mi mi_idx t-it2 INL-mc-it1 it2 kt mi mi_idx t HJ-it1 it2 kt mc mi mi_idx t-ct INL-cn-ct it1 it2 kt mc mi mi_idx t INL-mk-cn ct it1 it2 kt mc mi mi_idx t HJ-cn ct it1 it2 kt mc mi mi_idx mk t-k
22a,2402400.4000000004,2402400.4000000004,t-mk k-mk kt-t mi_idx-t it2-mi_idx mi-t it1-mi mc-t ct-mc cn-mc,HJ-mk-t HJ-mk t-k HJ-k mk t-kt HJ-mi_idx-k kt mk t HJ-k kt mi_idx mk t-it2 INL-mi-it2 k kt mi_idx mk t HJ-it2 k kt mi mi_idx mk t-it1 INL-mc-it1 it2 k kt mi mi_idx mk t HJ-it1 it2 k kt mc mi mi_idx mk t-ct INL-cn-ct it1 it2 k kt mc mi mi_idx mk t
