query_name,covered_subplans,all_subplans
21c,cn lt mc mi ml t,183
21c,k lt mk ml t,183
21c,cn ct lt mc mi ml t,183
21c,mi ml t,183
21c,cn ct lt mc ml t,183
21c,k mk ml,183
21c,ct lt mc mk ml,183
21c,lt mi mk ml,183
21c,lt mi mk ml t,183
21c,k mc mi mk,183
21c,cn ct lt mc mk ml t,183
21c,mi mk,183
21c,k lt mi mk ml t,183
21c,mc t,183
21c,ct lt mc mi ml t,183
21c,mc mk t,183
21c,mk ml,183
21c,k lt mk ml,183
21c,mc mi mk,183
21c,lt mk ml t,183
21c,mi ml,183
21c,k mk,183
21c,k lt mc mk ml,183
21c,ct mc,183
21c,cn mc,183
21c,lt mc mk ml,183
21c,lt mc mi mk ml t,183
21c,ct lt mc mi mk ml t,183
21c,mc mi ml,183
21c,k lt mi mk ml,183
21c,ct mc mk,183
21c,cn ct k lt mc mi mk ml t,183
21c,mi mk ml,183
21c,cn ct lt mc ml,183
21c,k mc mk,183
21c,cn ct lt mc mk ml,183
21c,cn lt mc ml t,183
21c,mc mk ml,183
21c,lt ml t,183
21c,mc mk,183
21c,cn mc t,183
21c,mi mk t,183
21c,cn mc mi,183
21c,lt mi ml,183
21c,cn lt mc mi ml,183
21c,lt mi ml t,183
21c,k mc mk ml,183
21c,ct mc t,183
21c,cn ct lt mc mi ml,183
21c,ct mc ml,183
21c,lt ml,183
21c,ct lt mc ml t,183
21c,lt mc ml t,183
21c,cn lt mc mk ml,183
21c,k mk t,183
21c,mc ml t,183
21c,cn ct lt mc mi mk ml t,183
21c,ct lt mc mi ml,183
21c,k mc mk t,183
21c,ct lt mc mk ml t,183
21c,mc ml,183
21c,ml t,183
21c,cn mc mk,183
21c,k lt mc mi mk ml t,183
21c,cn k mc mk,183
21c,cn k lt mc mi mk ml t,183
21c,ct k lt mc mi mk ml t,183
21c,k mi mk ml,183
21c,k lt mc mk ml t,183
21c,mk ml t,183
21c,k mi mk,183
21c,mc mi,183
21c,mi t,183
21c,cn ct mc,183
21c,cn mc ml,183
21c,k mk ml t,183
21c,lt mc mk ml t,183
21c,mk t,183
21c,ct k mc mk,183
21c,lt mc ml,183
21c,ct mc mi,183
21c,lt mc mi ml,183
21c,lt mk ml,183
21c,cn lt mc ml,183
22a,kt mc t,410
22a,cn ct it2 mc mi_idx mk,410
22a,it1 it2 k kt mc mi mi_idx mk t,410
22a,mc mi_idx,410
22a,it1 it2 mc mi mi_idx t,410
22a,mc mi t,410
22a,it2 k mi mi_idx mk,410
22a,mc mi_idx mk,410
22a,cn ct it2 kt mc mi mi_idx t,410
22a,it2 mc mi_idx mk,410
22a,it2 kt mi_idx mk t,410
22a,ct it2 kt mc mi_idx t,410
22a,kt mi_idx mk t,410
22a,mi_idx t,410
22a,it1 it2 kt mi mi_idx mk t,410
22a,it1 it2 k mi mi_idx mk t,410
22a,cn ct it2 mc mi mi_idx mk,410
22a,k kt mi mk t,410
22a,cn ct it1 it2 mc mi mi_idx mk,410
22a,it1 it2 mc mi mi_idx,410
22a,mi mi_idx,410
22a,it2 mc mi_idx mk t,410
22a,cn ct it2 k kt mc mi mi_idx mk t,410
22a,kt mi mi_idx t,410
22a,ct it1 it2 mc mi mi_idx mk,410
22a,it2 mc mi_idx t,410
22a,it1 it2 kt mi mi_idx t,410
22a,mi mk,410
22a,ct it1 it2 mc mi mi_idx,410
22a,it2 kt mi mi_idx mk t,410
22a,it2 mc mi mi_idx t,410
22a,it1 mi mi_idx mk,410
22a,mc t,410
22a,cn it2 mc mi_idx t,410
22a,mi mi_idx t,410
22a,it2 kt mi mi_idx t,410
22a,it2 kt mi_idx t,410
22a,it1 it2 kt mc mi mi_idx mk t,410
22a,mc mk t,410
22a,cn ct it2 kt mc mi_idx mk t,410
22a,it1 mi mi_idx t,410
22a,mc mi mk,410
22a,it1 it2 k mc mi mi_idx mk t,410
22a,it1 it2 mc mi mi_idx mk t,410
22a,it1 it2 mi mi_idx,410
22a,k mk,410
22a,k kt mc mk t,410
22a,ct mc,410
22a,cn it2 kt mc mi_idx t,410
22a,it2 k kt mc mi mi_idx mk t,410
22a,it1 it2 mi mi_idx t,410
22a,cn mc,410
22a,k mi mk t,410
22a,cn ct it1 it2 k kt mc mi mi_idx mk t,410
22a,cn it1 it2 kt mc mi mi_idx t,410
22a,cn ct it1 it2 mc mi mi_idx mk t,410
22a,it1 mc mi,410
22a,ct mc mk,410
22a,it2 k kt mi mi_idx mk t,410
22a,mi_idx mk,410
22a,mc mi_idx t,410
22a,it1 it2 mi mi_idx mk,410
22a,cn ct it2 kt mc mi mi_idx mk t,410
22a,k mc mk,410
22a,mi_idx mk t,410
22a,it2 kt mc mi_idx t,410
22a,it1 mi mi_idx,410
22a,mc mi mi_idx,410
22a,it1 mi t,410
22a,it2 k mc mi_idx mk,410
22a,it1 mi,410
22a,it2 k kt mi_idx mk t,410
22a,it2 mi mi_idx mk,410
22a,it2 mi mi_idx mk t,410
22a,k kt mc mi_idx mk t,410
22a,cn ct it2 mc mi mi_idx,410
22a,cn it2 mc mi_idx mk,410
22a,cn it1 it2 k kt mc mi mi_idx mk t,410
22a,mc mk,410
22a,ct it2 mc mi_idx t,410
22a,cn ct it2 mc mi_idx t,410
22a,cn mc t,410
22a,mi mk t,410
22a,it2 kt mc mi_idx mk t,410
22a,ct it2 mc mi mi_idx,410
22a,cn mc mi,410
22a,it2 k mi_idx mk t,410
22a,it2 k kt mc mi_idx mk t,410
22a,cn it2 mc mi_idx,410
22a,cn ct it2 mc mi mi_idx t,410
22a,ct it1 it2 kt mc mi mi_idx t,410
22a,kt mc mi_idx t,410
22a,mi mi_idx mk,410
22a,ct mc t,410
22a,cn ct it2 mc mi mi_idx mk t,410
22a,it2 mc mi_idx,410
22a,k kt mi mi_idx mk t,410
22a,cn mc mi_idx,410
22a,k mi_idx mk,410
22a,it2 mi mi_idx,410
22a,it2 k mc mi mi_idx mk,410
22a,it2 mc mi mi_idx mk,410
22a,cn ct it2 mc mi_idx,410
22a,k mk t,410
22a,it2 mi mi_idx t,410
22a,k mi mi_idx mk,410
22a,it1 mi mk,410
22a,ct it2 mc mi_idx,410
22a,kt t,410
22a,ct it2 kt mc mi mi_idx t,410
22a,k mc mk t,410
22a,kt mi_idx t,410
22a,cn mc mk,410
22a,it1 it2 mc mi mi_idx mk,410
22a,it1 it2 kt mc mi mi_idx t,410
22a,k mc mi_idx mk,410
22a,cn it1 it2 kt mc mi mi_idx mk t,410
22a,ct it1 it2 kt mc mi mi_idx mk t,410
22a,it2 kt mc mi mi_idx t,410
22a,ct it2 kt mc mi_idx mk t,410
22a,k kt mi_idx mk t,410
22a,it1 it2 k kt mi mi_idx mk t,410
22a,cn ct it2 kt mc mi_idx t,410
22a,cn ct it1 it2 mc mi mi_idx,410
22a,ct mc mi_idx,410
22a,it2 k mi mi_idx mk t,410
22a,cn ct it1 it2 kt mc mi mi_idx mk t,410
22a,cn it1 it2 mc mi mi_idx,410
22a,ct it1 it2 k kt mc mi mi_idx mk t,410
22a,it1 mc mi mi_idx,410
22a,cn ct it1 it2 mc mi mi_idx t,410
22a,k mi mk,410
22a,it2 mi_idx mk,410
22a,mc mi,410
22a,mi t,410
22a,cn it2 mc mi mi_idx,410
22a,it2 mi_idx,410
22a,it2 k mi_idx mk,410
22a,kt mk t,410
22a,ct it2 mc mi_idx mk,410
22a,cn ct it1 it2 kt mc mi mi_idx t,410
22a,it2 mc mi mi_idx,410
22a,k kt mk t,410
22a,cn ct mc,410
22a,it2 mi_idx t,410
22a,kt mi t,410
22a,k mi_idx mk t,410
22a,it1 it2 k mi mi_idx mk,410
22a,mk t,410
22a,ct it1 it2 mc mi mi_idx t,410
22a,ct it2 mc mi mi_idx mk,410
22a,ct mc mi,410
22a,it1 it2 k mc mi mi_idx mk,410
22b,kt mc t,410
22b,cn ct it2 mc mi_idx mk,410
22b,it1 it2 k kt mc mi mi_idx mk t,410
22b,mc mi_idx,410
22b,it1 it2 mc mi mi_idx t,410
22b,mc mi t,410
22b,it2 k mi mi_idx mk,410
22b,mc mi_idx mk,410
22b,cn ct it2 kt mc mi mi_idx t,410
22b,cn ct kt mc mi t,410
22b,it2 mc mi_idx mk,410
22b,it2 kt mi_idx mk t,410
22b,ct it2 kt mc mi_idx t,410
22b,kt mi_idx mk t,410
22b,mi_idx t,410
22b,it1 it2 kt mi mi_idx mk t,410
22b,it1 it2 k mi mi_idx mk t,410
22b,cn ct it2 mc mi mi_idx mk,410
22b,k kt mi mk t,410
22b,kt mc mi t,410
22b,cn ct it1 it2 mc mi mi_idx mk,410
22b,cn ct kt mc mi_idx t,410
22b,it1 it2 mc mi mi_idx,410
22b,mi mi_idx,410
22b,cn ct it2 k kt mc mi mi_idx mk t,410
22b,cn ct it1 kt mc mi mk t,410
22b,kt mi mi_idx t,410
22b,ct it1 it2 mc mi mi_idx mk,410
22b,it2 mc mi_idx t,410
22b,it1 it2 kt mi mi_idx t,410
22b,mi mk,410
22b,ct it1 it2 mc mi mi_idx,410
22b,it2 kt mi mi_idx mk t,410
22b,it2 mc mi mi_idx t,410
22b,cn it2 k kt mc mi mi_idx mk t,410
22b,it1 mi mi_idx mk,410
22b,mc t,410
22b,cn it2 mc mi_idx t,410
22b,mi mi_idx t,410
22b,it2 kt mi mi_idx t,410
22b,it2 kt mi_idx t,410
22b,it1 it2 kt mc mi mi_idx mk t,410
22b,kt mc mk t,410
22b,mc mk t,410
22b,cn ct it2 kt mc mi_idx mk t,410
22b,it1 mi mi_idx t,410
22b,cn ct kt mc mk t,410
22b,mc mi mk,410
22b,ct kt mc mi_idx t,410
22b,it1 it2 k mc mi mi_idx mk t,410
22b,it1 it2 mc mi mi_idx mk t,410
22b,it1 it2 mi mi_idx,410
22b,k mk,410
22b,k kt mc mk t,410
22b,ct mc,410
22b,cn it2 kt mc mi_idx t,410
22b,it2 k kt mc mi mi_idx mk t,410
22b,it1 it2 mi mi_idx t,410
22b,cn mc,410
22b,k mi mk t,410
22b,cn ct it1 it2 k kt mc mi mi_idx mk t,410
22b,cn it1 it2 kt mc mi mi_idx t,410
22b,cn ct it1 it2 mc mi mi_idx mk t,410
22b,cn ct kt mc mi mi_idx t,410
22b,it1 mc mi,410
22b,ct mc mk,410
22b,it2 k kt mi mi_idx mk t,410
22b,mi_idx mk,410
22b,mc mi_idx t,410
22b,it1 it2 mi mi_idx mk,410
22b,cn ct it2 kt mc mi mi_idx mk t,410
22b,k mc mk,410
22b,mi_idx mk t,410
22b,it2 kt mc mi_idx t,410
22b,cn it2 kt mc mi_idx mk t,410
22b,it1 mi mi_idx,410
22b,mc mi mi_idx,410
22b,it1 mi t,410
22b,it2 k mc mi_idx mk,410
22b,it1 mi,410
22b,it2 k kt mi_idx mk t,410
22b,it2 mi mi_idx mk,410
22b,cn it2 kt mc mi mi_idx t,410
22b,it2 mi mi_idx mk t,410
22b,k kt mc mi_idx mk t,410
22b,cn ct it2 mc mi mi_idx,410
22b,cn it2 mc mi_idx mk,410
22b,cn it1 it2 k kt mc mi mi_idx mk t,410
22b,mc mk,410
22b,ct it2 mc mi_idx t,410
22b,cn ct it2 mc mi_idx t,410
22b,cn mc t,410
22b,mi mk t,410
22b,it2 kt mc mi_idx mk t,410
22b,cn ct it1 kt mc mi t,410
22b,ct it2 mc mi mi_idx,410
22b,cn mc mi,410
22b,it2 k mi_idx mk t,410
22b,it2 k kt mc mi_idx mk t,410
22b,cn it2 mc mi_idx,410
22b,cn ct it2 mc mi mi_idx t,410
22b,ct it1 it2 kt mc mi mi_idx t,410
22b,kt mc mi_idx t,410
22b,ct it2 k kt mc mi_idx mk t,410
22b,mi mi_idx mk,410
22b,ct mc t,410
22b,cn ct it2 mc mi mi_idx mk t,410
22b,it2 mc mi_idx,410
22b,k kt mi mi_idx mk t,410
22b,cn ct kt mc mi mk t,410
22b,cn mc mi_idx,410
22b,k mi_idx mk,410
22b,it2 mi mi_idx,410
22b,it2 k mc mi mi_idx mk,410
22b,it2 mc mi mi_idx mk,410
22b,cn ct it2 mc mi_idx,410
22b,k mk t,410
22b,it2 mi mi_idx t,410
22b,k mi mi_idx mk,410
22b,cn ct it1 kt mc mi mi_idx mk t,410
22b,it1 mi mk,410
22b,ct it2 mc mi_idx,410
22b,ct kt mc mi t,410
22b,kt t,410
22b,k mc mk t,410
22b,kt mi_idx t,410
22b,cn mc mk,410
22b,it1 it2 mc mi mi_idx mk,410
22b,it1 it2 kt mc mi mi_idx t,410
22b,k mc mi_idx mk,410
22b,cn it1 it2 kt mc mi mi_idx mk t,410
22b,ct it1 it2 kt mc mi mi_idx mk t,410
22b,it2 kt mc mi mi_idx t,410
22b,k kt mi_idx mk t,410
22b,it1 it2 k kt mi mi_idx mk t,410
22b,cn ct it2 kt mc mi_idx t,410
22b,cn ct it1 it2 mc mi mi_idx,410
22b,ct mc mi_idx,410
22b,it2 k mi mi_idx mk t,410
22b,ct kt mc t,410
22b,cn ct kt mc t,410
22b,cn ct it1 it2 kt mc mi mi_idx mk t,410
22b,cn it1 it2 mc mi mi_idx,410
22b,ct it1 it2 k kt mc mi mi_idx mk t,410
22b,it1 mc mi mi_idx,410
22b,cn ct it1 it2 mc mi mi_idx t,410
22b,k mi mk,410
22b,it2 mi_idx mk,410
22b,cn kt mc t,410
22b,mc mi,410
22b,mi t,410
22b,cn it2 mc mi mi_idx,410
22b,it2 mi_idx,410
22b,it2 k mi_idx mk,410
22b,kt mk t,410
22b,cn it2 k kt mc mi_idx mk t,410
22b,ct kt mc mk t,410
22b,ct it2 mc mi_idx mk,410
22b,cn ct it1 it2 kt mc mi mi_idx t,410
22b,it2 mc mi mi_idx,410
22b,cn ct it2 k kt mc mi_idx mk t,410
22b,k kt mk t,410
22b,cn ct mc,410
22b,it2 mi_idx t,410
22b,kt mi t,410
22b,k mi_idx mk t,410
22b,it1 it2 k mi mi_idx mk,410
22b,mk t,410
22b,ct it1 it2 mc mi mi_idx t,410
22b,ct it2 mc mi mi_idx mk,410
22b,ct mc mi,410
22b,cn ct it1 kt mc mi mi_idx t,410
22b,it1 it2 k mc mi mi_idx mk,410
22c,kt mc t,410
22c,cn ct it2 mc mi_idx mk,410
22c,it1 it2 k kt mc mi mi_idx mk t,410
22c,mc mi_idx,410
22c,it1 it2 mc mi mi_idx t,410
22c,mc mi t,410
22c,it2 k mi mi_idx mk,410
22c,mc mi_idx mk,410
22c,cn ct it2 kt mc mi mi_idx t,410
22c,it2 mc mi_idx mk,410
22c,it2 kt mi_idx mk t,410
22c,ct it2 kt mc mi_idx t,410
22c,kt mi_idx mk t,410
22c,mi_idx t,410
22c,it1 it2 kt mi mi_idx mk t,410
22c,ct it2 mc mi_idx mk t,410
22c,cn ct it2 mc mi mi_idx mk,410
22c,it1 it2 mc mi mi_idx,410
22c,mi mi_idx,410
22c,it2 mc mi_idx mk t,410
22c,cn ct it2 k kt mc mi mi_idx mk t,410
22c,kt mi mi_idx t,410
22c,it2 mc mi_idx t,410
22c,it1 it2 kt mi mi_idx t,410
22c,mi mk,410
22c,it2 mc mi mi_idx t,410
22c,it1 mi mi_idx mk,410
22c,mc t,410
22c,it1 it2 kt mc mi mi_idx mk t,410
22c,mi mi_idx t,410
22c,cn it2 mc mi_idx t,410
22c,it2 kt mi_idx t,410
22c,it2 kt mi mi_idx t,410
22c,mc mk t,410
22c,cn ct it2 kt mc mi_idx mk t,410
22c,it1 mi mi_idx t,410
22c,mc mi mk,410
22c,it1 it2 mc mi mi_idx mk t,410
22c,it1 it2 mi mi_idx,410
22c,k mk,410
22c,ct mc,410
22c,cn it2 kt mc mi_idx t,410
22c,it2 k kt mc mi mi_idx mk t,410
22c,it1 it2 mi mi_idx t,410
22c,cn mc,410
22c,cn ct it1 it2 k kt mc mi mi_idx mk t,410
22c,cn it1 it2 kt mc mi mi_idx t,410
22c,cn ct it2 mc mi_idx mk t,410
22c,cn ct it1 it2 mc mi mi_idx mk t,410
22c,it1 mc mi,410
22c,ct mc mk,410
22c,cn ct it1 it2 k mc mi mi_idx mk t,410
22c,it2 k kt mi mi_idx mk t,410
22c,mi_idx mk,410
22c,mc mi_idx t,410
22c,it1 it2 mi mi_idx mk,410
22c,cn ct it2 kt mc mi mi_idx mk t,410
22c,k mc mk,410
22c,mi_idx mk t,410
22c,it2 kt mc mi_idx t,410
22c,it1 mi mi_idx,410
22c,mc mi mi_idx,410
22c,it1 mi t,410
22c,it2 k mc mi_idx mk,410
22c,it1 mi,410
22c,it2 k kt mi_idx mk t,410
22c,it2 mi mi_idx mk,410
22c,it2 mi mi_idx mk t,410
22c,cn it2 kt mc mi mi_idx t,410
22c,it2 k mc mi_idx mk t,410
22c,cn ct it2 mc mi mi_idx,410
22c,cn it2 mc mi_idx mk,410
22c,cn it1 it2 k kt mc mi mi_idx mk t,410
22c,mc mk,410
22c,ct it2 mc mi_idx t,410
22c,cn ct it2 mc mi_idx t,410
22c,cn mc t,410
22c,mi mk t,410
22c,it2 kt mc mi_idx mk t,410
22c,ct it2 mc mi mi_idx,410
22c,cn mc mi,410
22c,it2 k mi_idx mk t,410
22c,it2 k kt mc mi_idx mk t,410
22c,cn it2 mc mi_idx,410
22c,cn ct it2 mc mi mi_idx t,410
22c,ct it1 it2 kt mc mi mi_idx t,410
22c,kt mc mi_idx t,410
22c,mi mi_idx mk,410
22c,ct mc t,410
22c,cn ct it2 mc mi mi_idx mk t,410
22c,it2 mc mi_idx,410
22c,it1 it2 mi mi_idx mk t,410
22c,cn mc mi_idx,410
22c,k mi_idx mk,410
22c,it2 mi mi_idx,410
22c,it2 mc mi mi_idx mk,410
22c,cn ct it2 mc mi_idx,410
22c,k mi mi_idx mk,410
22c,it2 mi mi_idx t,410
22c,k mk t,410
22c,it1 mi mk,410
22c,ct it2 mc mi_idx,410
22c,kt t,410
22c,ct it2 kt mc mi mi_idx t,410
22c,kt mi_idx t,410
22c,cn mc mk,410
22c,it1 it2 mc mi mi_idx mk,410
22c,it1 it2 kt mc mi mi_idx t,410
22c,k mc mi_idx mk,410
22c,cn it1 it2 kt mc mi mi_idx mk t,410
22c,ct it1 it2 kt mc mi mi_idx mk t,410
22c,it2 kt mc mi mi_idx t,410
22c,ct it2 kt mc mi_idx mk t,410
22c,it1 it2 k kt mi mi_idx mk t,410
22c,cn ct it2 kt mc mi_idx t,410
22c,it2 k mi mi_idx mk t,410
22c,ct mc mi_idx,410
22c,cn ct it1 it2 mc mi mi_idx,410
22c,cn ct it1 it2 kt mc mi mi_idx mk t,410
22c,ct it1 it2 k kt mc mi mi_idx mk t,410
22c,it1 mc mi mi_idx,410
22c,k mi mk,410
22c,it2 mi_idx mk,410
22c,mc mi,410
22c,mi t,410
22c,cn it2 mc mi mi_idx,410
22c,it2 mi_idx mk t,410
22c,it2 mi_idx,410
22c,it2 k mi_idx mk,410
22c,kt mk t,410
22c,ct it2 mc mi_idx mk,410
22c,cn ct it1 it2 kt mc mi mi_idx t,410
22c,it2 mc mi mi_idx,410
22c,cn ct mc,410
22c,it2 mi_idx t,410
22c,k mi_idx mk t,410
22c,kt mi t,410
22c,it2 kt mc mi mi_idx mk t,410
22c,mk t,410
22c,ct it2 mc mi mi_idx mk,410
22c,ct mc mi,410
22d,kt mc t,410
22d,cn ct it2 mc mi_idx mk,410
22d,it1 it2 k kt mc mi mi_idx mk t,410
22d,mc mi_idx,410
22d,it1 it2 mc mi mi_idx t,410
22d,mc mi t,410
22d,it2 k mi mi_idx mk,410
22d,mc mi_idx mk,410
22d,cn ct it2 kt mc mi mi_idx t,410
22d,it2 mc mi_idx mk,410
22d,it2 kt mi_idx mk t,410
22d,kt mi_idx mk t,410
22d,mi_idx t,410
22d,it1 it2 kt mi mi_idx mk t,410
22d,it1 it2 k mi mi_idx mk t,410
22d,cn it1 it2 mc mi mi_idx t,410
22d,it1 it2 mc mi mi_idx,410
22d,mi mi_idx,410
22d,kt mi mi_idx t,410
22d,it2 mc mi_idx t,410
22d,it1 it2 kt mi mi_idx t,410
22d,mi mk,410
22d,ct it1 it2 mc mi mi_idx,410
22d,it2 kt mi mi_idx mk t,410
22d,it2 mc mi mi_idx t,410
22d,it1 mi mi_idx mk,410
22d,mc t,410
22d,it1 it2 kt mc mi mi_idx mk t,410
22d,mi mi_idx t,410
22d,it2 kt mi mi_idx t,410
22d,it2 kt mi_idx t,410
22d,mc mk t,410
22d,cn ct it2 kt mc mi_idx mk t,410
22d,it1 mi mi_idx t,410
22d,mc mi mk,410
22d,it1 it2 k mc mi mi_idx mk t,410
22d,it1 it2 mc mi mi_idx mk t,410
22d,it1 it2 mi mi_idx,410
22d,k mk,410
22d,ct mc,410
22d,it2 k kt mc mi mi_idx mk t,410
22d,it1 it2 mi mi_idx t,410
22d,cn mc,410
22d,cn ct it1 it2 k kt mc mi mi_idx mk t,410
22d,cn it1 it2 kt mc mi mi_idx t,410
22d,cn ct it2 mc mi_idx mk t,410
22d,it1 mc mi,410
22d,ct mc mk,410
22d,it2 k kt mi mi_idx mk t,410
22d,mi_idx mk,410
22d,mc mi_idx t,410
22d,it1 it2 mi mi_idx mk,410
22d,cn ct it2 kt mc mi mi_idx mk t,410
22d,k mc mk,410
22d,mi_idx mk t,410
22d,it2 kt mc mi_idx t,410
22d,it1 mi mi_idx,410
22d,mc mi mi_idx,410
22d,it1 mi t,410
22d,it2 k mc mi_idx mk,410
22d,it1 mi,410
22d,it2 k kt mi_idx mk t,410
22d,it2 mi mi_idx mk,410
22d,it2 mi mi_idx mk t,410
22d,cn it2 kt mc mi mi_idx t,410
22d,it2 k mc mi_idx mk t,410
22d,cn ct it2 mc mi mi_idx,410
22d,cn it1 it2 k kt mc mi mi_idx mk t,410
22d,mc mk,410
22d,ct it2 mc mi_idx t,410
22d,cn ct it2 mc mi_idx t,410
22d,cn mc t,410
22d,mi mk t,410
22d,ct it2 mc mi mi_idx,410
22d,it2 k mi_idx mk t,410
22d,it2 k kt mc mi_idx mk t,410
22d,cn mc mi,410
22d,cn it2 mc mi_idx,410
22d,cn ct it2 mc mi mi_idx t,410
22d,ct it1 it2 kt mc mi mi_idx t,410
22d,kt mc mi_idx t,410
22d,mi mi_idx mk,410
22d,ct mc t,410
22d,it2 mc mi_idx,410
22d,it1 it2 mi mi_idx mk t,410
22d,cn mc mi_idx,410
22d,k mi_idx mk,410
22d,it2 mi mi_idx,410
22d,it2 mc mi mi_idx mk,410
22d,cn ct it2 mc mi_idx,410
22d,k mi mi_idx mk,410
22d,it2 mi mi_idx t,410
22d,k mk t,410
22d,it1 mi mk,410
22d,ct it2 mc mi_idx,410
22d,kt t,410
22d,ct it2 kt mc mi mi_idx t,410
22d,kt mi_idx t,410
22d,cn mc mk,410
22d,it1 it2 mc mi mi_idx mk,410
22d,it1 it2 kt mc mi mi_idx t,410
22d,k mc mi_idx mk,410
22d,cn it1 it2 kt mc mi mi_idx mk t,410
22d,ct it1 it2 kt mc mi mi_idx mk t,410
22d,it2 kt mc mi mi_idx t,410
22d,it1 it2 k kt mi mi_idx mk t,410
22d,cn ct it2 kt mc mi_idx t,410
22d,it2 k mi mi_idx mk t,410
22d,ct mc mi_idx,410
22d,cn ct it1 it2 kt mc mi mi_idx mk t,410
22d,cn it1 it2 mc mi mi_idx,410
22d,ct it1 it2 k kt mc mi mi_idx mk t,410
22d,it1 mc mi mi_idx,410
22d,k mi mk,410
22d,it2 mi_idx mk,410
22d,mc mi,410
22d,mi t,410
22d,cn it2 mc mi mi_idx,410
22d,it2 mi_idx mk t,410
22d,it2 mi_idx,410
22d,it2 k mi_idx mk,410
22d,kt mk t,410
22d,cn ct it1 it2 kt mc mi mi_idx t,410
22d,ct it2 mc mi_idx mk,410
22d,it2 mc mi mi_idx,410
22d,cn ct mc,410
22d,it2 mi_idx t,410
22d,kt mi t,410
22d,k mi_idx mk t,410
22d,it2 kt mc mi mi_idx mk t,410
22d,mk t,410
22d,ct it1 it2 mc mi mi_idx t,410
22d,ct mc mi,410
23a,kt mc t,410
23a,cc kt t,410
23a,cc cct cn it mc mi t,410
23a,cn ct it mc mi,410
23a,cc cct it kt mi t,410
23a,cc mi,410
23a,cc cct mk,410
23a,cc cct ct it k kt mc mi mk t,410
23a,mc mi t,410
23a,cc cct ct it kt mc mi mk t,410
23a,cc cn mc,410
23a,cc cct it mc mi,410
23a,cc it mc mi,410
23a,cc it mi mk,410
23a,cc cct kt mc mi t,410
23a,kt mc mi t,410
23a,it mi t,410
23a,cc cct it kt mc mi t,410
23a,cc mc mi,410
23a,cc cct mi t,410
23a,cc cn ct it mc mi,410
23a,cc it kt mi mk t,410
23a,cc cct mk t,410
23a,cc cct mi mk,410
23a,cc it mi mk t,410
23a,cc cct it k mi mk t,410
23a,mi mk,410
23a,cc mi mk,410
23a,mc t,410
23a,cc it kt mc mi t,410
23a,kt mi mk t,410
23a,cc cct,410
23a,mc mk t,410
23a,cc cct ct it mc mi mk,410
23a,cc it k mi mk,410
23a,mc mi mk,410
23a,cc cct mc,410
23a,cc cct t,410
23a,cc it kt mi t,410
23a,cc cct ct it mc mi t,410
23a,k mk,410
23a,ct mc,410
23a,cc cct mc mi,410
23a,cn mc,410
23a,cc it mc mi mk,410
23a,cc cct mc t,410
23a,it mi mk t,410
23a,ct mc mk,410
23a,cc it mc mi t,410
23a,cc cct cn it k kt mc mi mk t,410
23a,cc cct it k mi mk,410
23a,k mc mk,410
23a,cc cct kt mi t,410
23a,cc cct kt mk t,410
23a,cc cct ct it kt mc mi t,410
23a,cc it mi t,410
23a,cc cct it mi mk t,410
23a,cc cn it mc mi,410
23a,ct it mc mi mk,410
23a,cc k mk,410
23a,it mi,410
23a,cc cct ct it mc mi mk t,410
23a,cc cct it mc mi mk,410
23a,cc cct it mi,410
23a,cc cct mi,410
23a,mc mk,410
23a,cc cct cn ct it mc mi mk t,410
23a,cc cct kt mi mk t,410
23a,cn mc t,410
23a,mi mk t,410
23a,cc cct it mc mi t,410
23a,cc it mi,410
23a,cc cct it kt mi mk t,410
23a,cn mc mi,410
23a,cc ct it mc mi mk,410
23a,cc mk t,410
23a,ct mc t,410
23a,it k mi mk,410
23a,it kt mi t,410
23a,cn it mc mi,410
23a,cc cct cn ct it mc mi,410
23a,cc cct cn ct it kt mc mi t,410
23a,cc cct cn it kt mc mi t,410
23a,cc cct it k kt mi mk t,410
23a,cc cct it mi t,410
23a,cc mc,410
23a,k mk t,410
23a,it mc mi mk,410
23a,cc ct mc,410
23a,cc cct it k kt mc mi mk t,410
23a,kt t,410
23a,cc ct it mc mi,410
23a,cc cct cn ct it k kt mc mi mk t,410
23a,cc cct cn ct it kt mc mi mk t,410
23a,cc cct kt t,410
23a,cn mc mk,410
23a,cc cct it mi mk,410
23a,it mi mk,410
23a,it kt mi mk t,410
23a,cc cct it mc mi mk t,410
23a,ct it mc mi t,410
23a,cc kt mi t,410
23a,cc mk,410
23a,ct it mc mi,410
23a,cc cct cn ct it mc mi t,410
23a,it mc mi,410
23a,it mc mi t,410
23a,k mi mk,410
23a,cc cct cn it mc mi,410
23a,cc cct ct it mc mi,410
23a,cc cct cn ct it k mc mi mk t,410
23a,mc mi,410
23a,cc mc mk,410
23a,mi t,410
23a,kt mk t,410
23a,cc t,410
23a,cc cct kt mc t,410
23a,cn ct mc,410
23a,kt mi t,410
23a,cc mc t,410
23a,cc mi t,410
23a,cc cct cn it kt mc mi mk t,410
23a,mk t,410
23a,it kt mc mi t,410
23a,ct mc mi,410
23a,cc cct it kt mc mi mk t,410
23a,cc ct it mc mi t,410
23b,kt mc t,410
23b,cc kt t,410
23b,cc cct cn it mc mi t,410
23b,cn ct it mc mi,410
23b,cc cct it kt mi t,410
23b,cc mi,410
23b,cc cct mk,410
23b,cc cct ct it k kt mc mi mk t,410
23b,it k mi mk t,410
23b,mc mi t,410
