query_name,est_cost,true_cost,plan,physical_plan
15d,3149575.8000000003,3238874.6,ct-mc it-mi mi-t att-mi att-mc cn-mc att-mk k-mk,HJ-mc-ct HJ-mi-it INL-t-it mi INL-att-it mi t HJ-ct mc-att it mi t INL-cn-att ct it mc mi t INL-mk-att cn ct it mc mi t INL-k-att cn ct it mc mi mk t
15d,4439691.4,4217493.0,mc-t it-mi att-mi att-mc ct-mc cn-mc att-mk k-mk,HJ-mc-t HJ-mi-it INL-att-it mi HJ-mc t-att it mi HJ-att it mc mi t-ct INL-cn-att ct it mc mi t INL-mk-att cn ct it mc mi t INL-k-att cn ct it mc mi mk t
15d,604547.8,665733.6000000001,mc-mi it-mi ct-mc att-mc att-t cn-mc att-mk k-mk,HJ-mc-mi HJ-mc mi-it HJ-it mc mi-ct INL-att-ct it mc mi INL-t-att ct it mc mi INL-cn-att ct it mc mi t INL-mk-att cn ct it mc mi t INL-k-att cn ct it mc mi mk t
15d,2946600.2,3000685.0,att-mc it-mi mi-t att-mi ct-mc cn-mc att-mk k-mk,HJ-mc-att HJ-mi-it INL-t-it mi HJ-att mc-it mi t HJ-att it mc mi t-ct INL-cn-att ct it mc mi t INL-mk-att cn ct it mc mi t INL-k-att cn ct it mc mi mk t
15d,5597615.0,5668087.8,k-mk it-mi mi-t att-mi att-mc ct-mc cn-mc att-mk,HJ-mk-k HJ-mi-it INL-t-it mi INL-att-it mi t INL-mc-att it mi t HJ-att it mc mi t-ct INL-cn-att ct it mc mi t HJ-k mk-att cn ct it mc mi t
15d,28770454.8,39125924.199999996,mc-mk it-mi mi-t att-mi att-mc ct-mc cn-mc k-mk,HJ-mk-mc HJ-mi-it INL-t-it mi INL-att-it mi t HJ-mc mk-att it mi t HJ-att it mc mi mk t-ct INL-cn-att ct it mc mi mk t INL-k-att cn ct it mc mi mk t
15d,6142314.6,5826208.2,mk-t it-mi att-mi att-mc ct-mc cn-mc att-mk k-mk,HJ-mk-t HJ-mi-it INL-att-it mi INL-mc-att it mi HJ-att it mc mi-ct INL-cn-att ct it mc mi HJ-mk t-att cn ct it mc mi INL-k-att cn ct it mc mi mk t
15d,12956368.4,8035896.2,att-mk it-mi mi-t mc-mi ct-mc cn-mc att-mc k-mk,HJ-mk-att HJ-mi-it INL-t-it mi INL-mc-it mi t HJ-it mc mi t-ct INL-cn-ct it mc mi t HJ-att mk-cn ct it mc mi t INL-k-att cn ct it mc mi mk t
16a,418.2,1004724.2000000001,k-mk mk-t mc-mk cn-mc ci-mc ci-n an-ci,INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16a,1105090.5999999999,1004944.2,mk-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-mk-t HJ-mk t-k INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16a,671550.4,1592769.0,mc-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-mc-t INL-mk-k HJ-mc t-k mk INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16a,48494532.2,49497982.2,ci-n k-mk mk-t mc-mk cn-mc ci-mc an-ci,HJ-ci-n INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t HJ-ci n-cn k mc mk t INL-an-ci cn k mc mk n t
16a,1932930.5999999999,9494784.0,ci-t k-mk ci-mk ci-n an-ci ci-mc cn-mc,INL-ci-t INL-mk-k HJ-ci t-k mk INL-n-ci k mk t INL-an-ci k mk n t INL-mc-an ci k mk n t INL-cn-an ci k mc mk n t
16a,2816770.0,3820469.0,an-n k-mk mk-t mc-mk cn-mc ci-mc an-ci,HJ-n-an INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t HJ-an n-ci cn k mc mk t
16a,1568520.0,2781930.6,cn-mc k-mk mk-t mc-mk ci-mc ci-n an-ci,HJ-mc-cn INL-mk-k INL-t-k mk HJ-cn mc-k mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16a,93229782.60000001,45751815.6,an-ci k-mk mk-t mc-mk cn-mc ci-mc an-n,HJ-ci-an INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t HJ-an ci-cn k mc mk t INL-n-an ci cn k mc mk t
16a,104421374.8,91662687.8,ci-mc k-mk mk-t ci-mk ci-n cn-mc an-ci,HJ-ci-mc INL-mk-k INL-t-k mk HJ-ci mc-k mk t INL-n-ci k mc mk t INL-cn-ci k mc mk n t INL-an-ci cn k mc mk n t
16a,175740635.0,231647317.0,ci-mk k-mk ci-n ci-t an-ci ci-mc cn-mc,HJ-ci-mk HJ-ci mk-k INL-n-ci k mk INL-t-ci k mk n INL-an-ci k mk n t INL-mc-an ci k mk n t INL-cn-an ci k mc mk n t
16a,28719093.0,39302040.6,mc-mk k-mk cn-mc mc-t ci-mc ci-n an-ci,HJ-mk-mc HJ-mc mk-k INL-cn-k mc mk INL-t-cn k mc mk INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16b,10790.2,17619962.4,k-mk mk-t mc-mk cn-mc ci-mc ci-n an-ci,INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16b,2823429.0,14591036.6,an-n k-mk mk-t mc-mk cn-mc ci-mc an-ci,HJ-n-an INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t HJ-an n-ci cn k mc mk t
16b,1578266.0,19040322.2,cn-mc k-mk mk-t mc-mk ci-mc ci-n an-ci,HJ-mc-cn INL-mk-k INL-t-k mk HJ-cn mc-k mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16b,48501636.2,57684815.400000006,ci-n k-mk mk-t mc-mk cn-mc ci-mc an-ci,HJ-ci-n INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t HJ-ci n-cn k mc mk t INL-an-ci cn k mc mk n t
16b,8473379.6,25094186.799999997,mk-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-mk-t HJ-mk t-k INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16b,46536835.400000006,61299230.60000001,ci-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-ci-t INL-mk-k INL-mc-k mk INL-cn-k mc mk HJ-ci t-cn k mc mk INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16b,5750654.0,23169654.200000003,mc-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,INL-mc-t INL-mk-k HJ-mc t-k mk INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16b,93238377.60000001,57445604.2,an-ci k-mk mk-t mc-mk cn-mc ci-mc an-n,HJ-ci-an INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t HJ-an ci-cn k mc mk t INL-n-an ci cn k mc mk t
16b,104441961.8,120047623.19999999,ci-mc k-mk mk-t ci-mk ci-n cn-mc an-ci,HJ-ci-mc INL-mk-k INL-t-k mk HJ-ci mc-k mk t INL-n-ci k mc mk t INL-cn-ci k mc mk n t INL-an-ci cn k mc mk n t
16b,175774943.0,250488535.0,ci-mk k-mk ci-n ci-t an-ci ci-mc cn-mc,HJ-ci-mk HJ-ci mk-k INL-n-ci k mk INL-t-ci k mk n INL-an-ci k mk n t INL-mc-an ci k mk n t INL-cn-an ci k mc mk n t
16b,28728741.0,55477115.2,mc-mk k-mk cn-mc mc-t ci-mc ci-n an-ci,HJ-mk-mc HJ-mc mk-k INL-cn-k mc mk INL-t-cn k mc mk INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16c,4188.2,2602231.2,k-mk mk-t mc-mk cn-mc ci-mc ci-n an-ci,INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16c,2819191.0,4877143.0,an-n k-mk mk-t mc-mk cn-mc ci-mc an-ci,HJ-n-an INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t HJ-an n-ci cn k mc mk t
16c,1572061.0,4349506.6,cn-mc k-mk mk-t mc-mk ci-mc ci-n an-ci,HJ-mc-cn INL-mk-k INL-t-k mk HJ-cn mc-k mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16c,48497113.2,50440144.2,ci-n k-mk mk-t mc-mk cn-mc ci-mc an-ci,HJ-ci-n INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t HJ-ci n-cn k mc mk t INL-an-ci cn k mc mk n t
16c,3781897.6000000006,4162170.4000000004,mk-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-mk-t HJ-mk t-k INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16c,22184256.4,27343258.8,ci-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-ci-t INL-mk-k INL-mc-k mk INL-cn-k mc mk HJ-ci t-cn k mc mk INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16c,2671066.4000000004,4837548.2,mc-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-mc-t INL-mk-k HJ-mc t-k mk INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16c,93232904.60000001,46792238.6,an-ci k-mk mk-t mc-mk cn-mc ci-mc an-n,HJ-ci-an INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t HJ-an ci-cn k mc mk t INL-n-an ci cn k mc mk t
16c,104428856.8,93644006.39999999,ci-mc k-mk mk-t ci-mk ci-n cn-mc an-ci,HJ-ci-mc INL-mk-k INL-t-k mk HJ-ci mc-k mk t INL-n-ci k mc mk t INL-cn-ci k mc mk n t INL-an-ci cn k mc mk n t
16c,175753101.0,234462432.79999998,ci-mk k-mk ci-n ci-t an-ci ci-mc cn-mc,HJ-ci-mk HJ-ci mk-k INL-n-ci k mk INL-t-ci k mk n INL-an-ci k mk n t INL-mc-an ci k mk n t INL-cn-an ci k mc mk n t
16c,28722599.0,40880991.6,mc-mk k-mk cn-mc mc-t ci-mc ci-n an-ci,HJ-mk-mc HJ-mc mk-k INL-cn-k mc mk INL-t-cn k mc mk INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16d,3088.2,2240953.2,k-mk mk-t mc-mk cn-mc ci-mc ci-n an-ci,INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16d,2818485.0,4638678.0,an-n k-mk mk-t mc-mk cn-mc ci-mc an-ci,HJ-n-an INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t HJ-an n-ci cn k mc mk t
16d,1571027.0,3995895.6,cn-mc k-mk mk-t mc-mk ci-mc ci-n an-ci,HJ-mc-cn INL-mk-k INL-t-k mk HJ-cn mc-k mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16d,48496361.2,50234102.2,ci-n k-mk mk-t mc-mk cn-mc ci-mc an-ci,HJ-ci-n INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t HJ-ci n-cn k mc mk t INL-an-ci cn k mc mk n t
16d,3000521.4000000004,3328178.4000000004,mk-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-mk-t HJ-mk t-k INL-mc-k mk t INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16d,18135845.2,22453475.8,ci-t k-mk ci-mk ci-n an-ci ci-mc cn-mc,HJ-ci-t INL-mk-k HJ-ci t-k mk INL-n-ci k mk t INL-an-ci k mk n t INL-mc-an ci k mk n t INL-cn-an ci k mc mk n t
16d,2087395.2,4016067.2,mc-t k-mk mc-mk cn-mc ci-mc ci-n an-ci,HJ-mc-t INL-mk-k HJ-mc t-k mk INL-cn-k mc mk t INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
16d,93231994.60000001,46568055.6,an-ci k-mk mk-t mc-mk cn-mc ci-mc an-n,HJ-ci-an INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t HJ-an ci-cn k mc mk t INL-n-an ci cn k mc mk t
16d,104426670.8,93178503.39999999,ci-mc k-mk mk-t ci-mk ci-n cn-mc an-ci,HJ-ci-mc INL-mk-k INL-t-k mk HJ-ci mc-k mk t INL-n-ci k mc mk t INL-cn-ci k mc mk n t INL-an-ci cn k mc mk n t
16d,175749461.0,233749926.79999998,ci-mk k-mk ci-n ci-t an-ci ci-mc cn-mc,HJ-ci-mk HJ-ci mk-k INL-n-ci k mk INL-t-ci k mk n INL-an-ci k mk n t INL-mc-an ci k mk n t INL-cn-an ci k mc mk n t
16d,28721575.0,40530693.6,mc-mk k-mk cn-mc mc-t ci-mc ci-n an-ci,HJ-mk-mc HJ-mc mk-k INL-cn-k mc mk INL-t-cn k mc mk INL-ci-cn k mc mk t INL-n-ci cn k mc mk t INL-an-ci cn k mc mk n t
19a,105731.6,1454668.0,it-mi ci-mi ci-n an-ci chn-ci ci-mc ci-rt ci-t cn-mc,HJ-mi-it INL-ci-it mi HJ-ci it mi-n INL-an-ci it mi n INL-chn-an ci it mi n INL-mc-an chn ci it mi n INL-an chn ci it mc mi n-rt INL-t-an chn ci it mc mi n rt INL-cn-an chn ci it mc mi n rt t
19a,179204.40000000002,188675.40000000002,ci-n ci-rt chn-ci ci-mc an-ci ci-mi ci-t cn-mc it-mi,HJ-ci-n HJ-ci n-rt INL-chn-ci n rt INL-mc-chn ci n rt INL-an-chn ci mc n rt INL-mi-an chn ci mc n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19a,655532.9999999999,2002273.0,mc-t it-mi mc-mi ci-mc ci-rt ci-n an-ci chn-ci cn-mc,HJ-t-mc HJ-mi-it HJ-mc t-it mi INL-ci-it mc mi t HJ-ci it mc mi t-rt HJ-n-ci it mc mi rt t INL-an-ci it mc mi n rt t INL-chn-an ci it mc mi n rt t INL-cn-an chn ci it mc mi n rt t
19a,378208.4,2468842.4000000004,cn-mc it-mi mc-mi ci-mc ci-rt ci-n an-ci chn-ci ci-t,HJ-mc-cn HJ-mi-it HJ-cn mc-it mi INL-ci-cn it mc mi HJ-ci cn it mc mi-rt HJ-n-ci cn it mc mi rt INL-an-ci cn it mc mi n rt INL-chn-an ci cn it mc mi n rt INL-t-an chn ci cn it mc mi n rt
19a,180530.00000000003,197168.60000000003,an-n an-ci ci-rt chn-ci ci-mc ci-mi ci-t cn-mc it-mi,HJ-an-n INL-ci-an n HJ-an ci n-rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-mi-an chn ci mc n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19a,1153532.5999999999,1135883.4,ci-mi ci-n ci-rt chn-ci ci-mc an-ci ci-t cn-mc it-mi,HJ-ci-mi HJ-ci mi-n HJ-ci mi n-rt INL-chn-ci mi n rt INL-mc-chn ci mi n rt INL-an-chn ci mc mi n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19a,1078053.0,1093058.6,ci-t ci-n ci-rt an-ci chn-ci ci-mc ci-mi cn-mc it-mi,HJ-ci-t HJ-ci t-n HJ-ci n t-rt INL-an-ci n rt t INL-chn-an ci n rt t INL-mc-an chn ci n rt t INL-mi-an chn ci mc n rt t INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19a,817700.9999999999,1206168.2,ci-mc ci-n ci-rt an-ci chn-ci ci-mi ci-t cn-mc it-mi,HJ-ci-mc HJ-ci mc-n HJ-ci mc n-rt INL-an-ci mc n rt INL-chn-an ci mc n rt INL-mi-an chn ci mc n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19a,765584.2,1549342.8,mc-mi it-mi ci-mc ci-n an-ci chn-ci ci-rt ci-t cn-mc,HJ-mi-mc HJ-mc mi-it INL-ci-it mc mi HJ-ci it mc mi-n INL-an-ci it mc mi n INL-chn-an ci it mc mi n INL-an chn ci it mc mi n-rt INL-t-an chn ci it mc mi n rt INL-cn-an chn ci it mc mi n rt t
19a,784680.3999999999,1941475.2,mi-t it-mi ci-mi ci-rt ci-n an-ci chn-ci ci-mc cn-mc,HJ-t-mi HJ-mi t-it INL-ci-it mi t HJ-ci it mi t-rt HJ-n-ci it mi rt t INL-an-ci it mi n rt t INL-chn-an ci it mi n rt t INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
19a,253786.40000000002,464113.39999999997,ci-rt ci-n chn-ci ci-mc an-ci ci-mi ci-t cn-mc it-mi,HJ-ci-rt HJ-ci rt-n INL-chn-ci n rt INL-mc-chn ci n rt INL-an-chn ci mc n rt INL-mi-an chn ci mc n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19a,3351746.0000000005,3040495.0000000005,an-ci an-n ci-rt chn-ci ci-mc ci-mi ci-t cn-mc it-mi,HJ-an-ci HJ-an ci-n HJ-an ci n-rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-mi-an chn ci mc n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19a,1969670.4,2533933.2000000007,chn-ci ci-n ci-rt ci-mc an-ci ci-mi ci-t cn-mc it-mi,INL-chn-ci HJ-chn ci-n HJ-chn ci n-rt INL-mc-chn ci n rt INL-an-chn ci mc n rt INL-mi-an chn ci mc n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,356.00000000000006,84293.4,it-mi mi-t ci-mi an-ci an-n chn-ci ci-mc ci-rt cn-mc,HJ-mi-it HJ-t-it mi INL-ci-it mi t INL-an-ci it mi t INL-n-an ci it mi t INL-chn-an ci it mi n t INL-mc-an chn ci it mi n t INL-an chn ci it mc mi n t-rt INL-cn-an chn ci it mc mi n rt t
19b,351.8,14830.400000000001,mi-t ci-mi an-ci an-n chn-ci ci-mc ci-rt cn-mc it-mi,HJ-mi-t INL-ci-mi t INL-an-ci mi t INL-n-an ci mi t INL-chn-an ci mi n t INL-mc-an chn ci mi n t INL-an chn ci mc mi n t-rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,149135.80000000002,143091.40000000002,ci-t ci-rt an-ci an-n chn-ci ci-mc ci-mi cn-mc it-mi,HJ-ci-t HJ-ci t-rt INL-an-ci rt t INL-n-an ci rt t INL-chn-an ci n rt t INL-mc-an chn ci n rt t INL-mi-an chn ci mc n rt t INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,3401.5999999999995,263077.00000000006,mc-mi it-mi ci-mc ci-rt an-ci an-n chn-ci ci-t cn-mc,INL-mc-mi HJ-mc mi-it INL-ci-it mc mi HJ-ci it mc mi-rt INL-an-ci it mc mi rt INL-n-an ci it mc mi rt INL-chn-an ci it mc mi n rt INL-t-an chn ci it mc mi n rt INL-cn-an chn ci it mc mi n rt t
19b,20592.2,41478.6,mc-t ci-mc chn-ci ci-mi an-ci an-n ci-rt cn-mc it-mi,HJ-mc-t INL-ci-mc t INL-chn-ci mc t INL-mi-chn ci mc t INL-an-chn ci mc mi t INL-n-an chn ci mc mi t INL-an chn ci mc mi n t-rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,152092.60000000003,402856.80000000005,ci-mi it-mi ci-rt chn-ci ci-mc an-ci an-n ci-t cn-mc,HJ-ci-mi HJ-ci mi-it HJ-ci it mi-rt INL-chn-ci it mi rt INL-mc-chn ci it mi rt INL-an-chn ci it mc mi rt INL-n-an chn ci it mc mi rt INL-t-an chn ci it mc mi n rt INL-cn-an chn ci it mc mi n rt t
19b,159825.2,319985.20000000007,cn-mc mc-t ci-mc an-ci an-n chn-ci ci-mi ci-rt it-mi,HJ-mc-cn HJ-cn mc-t INL-ci-cn mc t INL-an-ci cn mc t INL-n-an ci cn mc t INL-chn-an ci cn mc n t INL-mi-an chn ci cn mc n t INL-an chn ci cn mc mi n t-rt INL-an chn ci cn mc mi n rt t-it
19b,348571.19999999995,489694.20000000007,ci-mc ci-t chn-ci ci-mi an-ci an-n ci-rt cn-mc it-mi,HJ-ci-mc HJ-ci mc-t INL-chn-ci mc t INL-mi-chn ci mc t INL-an-chn ci mc mi t INL-n-an chn ci mc mi t INL-an chn ci mc mi n t-rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,149233.40000000002,152417.2,ci-n ci-rt chn-ci ci-mc an-ci ci-mi ci-t cn-mc it-mi,HJ-ci-n HJ-ci n-rt INL-chn-ci n rt INL-mc-chn ci n rt INL-an-chn ci mc n rt INL-mi-an chn ci mc n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,211247.80000000002,365706.4000000001,ci-rt ci-t an-ci an-n chn-ci ci-mc ci-mi cn-mc it-mi,HJ-ci-rt HJ-ci rt-t INL-an-ci rt t INL-n-an ci rt t INL-chn-an ci n rt t INL-mc-an chn ci n rt t INL-mi-an chn ci mc n rt t INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,180509.00000000003,192229.20000000004,an-n an-ci ci-rt chn-ci ci-mc ci-mi ci-t cn-mc it-mi,HJ-an-n INL-ci-an n HJ-an ci n-rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-mi-an chn ci mc n rt INL-t-an chn ci mc mi n rt INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,2820923.4000000004,2541539.0000000005,an-ci ci-t ci-rt an-n chn-ci ci-mc ci-mi cn-mc it-mi,HJ-an-ci HJ-an ci-t HJ-an ci t-rt INL-n-an ci rt t INL-chn-an ci n rt t INL-mc-an chn ci n rt t INL-mi-an chn ci mc n rt t INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19b,1639983.8,2183245.2,chn-ci ci-t ci-rt an-ci an-n ci-mc ci-mi cn-mc it-mi,INL-chn-ci HJ-chn ci-t HJ-chn ci t-rt INL-an-chn ci rt t INL-n-an chn ci rt t INL-mc-an chn ci n rt t INL-mi-an chn ci mc n rt t INL-cn-an chn ci mc mi n rt t INL-an chn ci cn mc mi n rt t-it
19c,107204.6,2008126.5999999999,it-mi ci-mi ci-rt chn-ci ci-n ci-t an-ci ci-mc cn-mc,HJ-mi-it INL-ci-it mi HJ-ci it mi-rt INL-chn-ci it mi rt INL-n-chn ci it mi rt INL-t-chn ci it mi n rt INL-an-chn ci it mi n rt t INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
19c,223015.40000000002,335782.00000000006,ci-n ci-rt chn-ci ci-mi it-mi ci-t an-ci ci-mc cn-mc,HJ-ci-n HJ-ci n-rt INL-chn-ci n rt INL-mi-chn ci n rt HJ-chn ci mi n rt-it INL-t-chn ci it mi n rt INL-an-chn ci it mi n rt t INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
19c,1158667.5999999999,2098664.0,ci-mi it-mi ci-rt chn-ci ci-n ci-t an-ci ci-mc cn-mc,HJ-ci-mi HJ-ci mi-it HJ-ci it mi-rt INL-chn-ci it mi rt INL-n-chn ci it mi rt INL-t-chn ci it mi n rt INL-an-chn ci it mi n rt t INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
19c,1033149.5999999999,3038055.2,mi-t it-mi ci-mi ci-rt chn-ci ci-n an-ci ci-mc cn-mc,INL-t-mi HJ-mi t-it INL-ci-it mi t HJ-ci it mi t-rt INL-chn-ci it mi rt t INL-n-chn ci it mi rt t INL-an-chn ci it mi n rt t INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
19c,257159.00000000003,373105.20000000007,an-n an-ci ci-rt chn-ci ci-mi it-mi ci-t ci-mc cn-mc,HJ-an-n INL-ci-an n HJ-an ci n-rt INL-chn-an ci n rt INL-mi-an chn ci n rt HJ-an chn ci mi n rt-it INL-t-an chn ci it mi n rt INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
19c,1877875.2,1957878.5999999999,ci-t ci-n ci-rt chn-ci ci-mi it-mi an-ci ci-mc cn-mc,HJ-t-ci HJ-ci t-n HJ-ci n t-rt INL-chn-ci n rt t INL-mi-chn ci n rt t HJ-chn ci mi n rt t-it INL-an-chn ci it mi n rt t INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
19c,1675270.4,3742086.0,cn-mc it-mi ci-mi ci-rt chn-ci ci-n ci-t ci-mc an-ci,HJ-mc-cn HJ-mi-it INL-ci-it mi HJ-ci it mi-rt INL-chn-ci it mi rt INL-n-chn ci it mi rt INL-t-chn ci it mi n rt HJ-cn mc-chn ci it mi n rt t INL-an-chn ci cn it mc mi n rt t
19c,3977033.2,3315589.8000000007,ci-mc ci-n ci-rt chn-ci ci-mi it-mi ci-t cn-mc an-ci,HJ-mc-ci HJ-ci mc-n HJ-ci mc n-rt INL-chn-ci mc n rt INL-mi-chn ci mc n rt HJ-chn ci mc mi n rt-it INL-t-chn ci it mc mi n rt INL-cn-chn ci it mc mi n rt t INL-an-chn ci cn it mc mi n rt t
19c,3705196.2,5334626.0,mc-t it-mi ci-mi ci-rt chn-ci ci-n ci-mc cn-mc an-ci,HJ-mc-t HJ-mi-it INL-ci-it mi HJ-ci it mi-rt INL-chn-ci it mi rt INL-n-chn ci it mi rt HJ-mc t-chn ci it mi n rt INL-cn-chn ci it mc mi n rt t INL-an-chn ci cn it mc mi n rt t
19c,3700328.4000000004,6700192.800000001,mc-mi it-mi ci-mc ci-rt chn-ci ci-n ci-t cn-mc an-ci,HJ-mc-mi HJ-mc mi-it INL-ci-it mc mi HJ-ci it mc mi-rt INL-chn-ci it mc mi rt INL-n-chn ci it mc mi rt INL-t-chn ci it mc mi n rt INL-cn-chn ci it mc mi n rt t INL-an-chn ci cn it mc mi n rt t
19c,291350.4,605394.0,ci-rt ci-n chn-ci ci-mi it-mi ci-t an-ci ci-mc cn-mc,HJ-ci-rt HJ-ci rt-n INL-chn-ci n rt INL-mi-chn ci n rt HJ-chn ci mi n rt-it INL-t-chn ci it mi n rt INL-an-chn ci it mi n rt t INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
19c,3407450.0000000005,3197309.6000000006,an-ci an-n ci-rt chn-ci ci-mi it-mi ci-t ci-mc cn-mc,HJ-an-ci HJ-an ci-n HJ-an ci n-rt INL-chn-an ci n rt INL-mi-an chn ci n rt HJ-an chn ci mi n rt-it INL-t-an chn ci it mi n rt INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t
